year,team,conference,division,total_games,total_wins,total_losses,conference_games,conference_wins,conference_losses,home_games,home_wins,home_losses,away_games,away_wins,away_losses,expected_wins
2016,UTEP,Conference USA,West,12,4,8,8,2,6,7,3,4,5,1,4,3.286527046796199
2016,Texas Tech,Big 12,,12,5,7,9,3,6,6,3,3,5,1,4,5.376478372210697
2016,Toledo,Mid-American,West,13,9,4,8,6,2,6,5,1,5,3,2,10.15430338345918
2016,Troy,Sun Belt,East,13,10,3,8,6,2,6,5,1,6,4,2,8.836271059509896
2016,Tulane,American Athletic,West,12,4,8,8,1,7,6,2,4,6,2,4,4.223385851954304
2016,Western Michigan,Mid-American,West,14,13,1,9,9,0,6,6,0,6,6,0,11.915816945048075
2016,Wyoming,Mountain West,Mountain,14,8,6,9,6,3,7,6,1,6,2,4,7.082268420254491
2017,Alabama,SEC,West,14,13,1,9,8,1,7,7,0,4,3,1,12.784519106008954
2017,Temple,American Athletic,East,13,7,6,8,4,4,6,3,3,6,3,3,7.135928829800401
2017,Arizona State,Pac-12,South,13,7,6,9,6,3,7,5,2,5,2,3,7.67402569985334
2017,Auburn,SEC,West,14,10,4,9,7,2,7,7,0,5,3,2,9.729635305057448
2017,San José State,Mountain West,West,13,2,11,8,1,7,6,2,4,7,0,7,2.0468441586370254
2017,Massachusetts,FBS Independents,,12,4,8,0,0,0,5,2,3,6,1,5,4.690262199091899
2017,Hawai'i,Mountain West,West,12,3,9,8,1,7,6,2,4,6,1,5,3.8522497861301725
2017,Georgia Tech,ACC,Coastal,11,5,6,8,4,4,6,5,1,4,0,4,5.882522092209863
2017,Nevada,Mountain West,West,12,3,9,8,3,5,6,3,3,6,0,6,4.517061692106706
2017,Boise State,Mountain West,Mountain,14,11,3,9,8,1,7,6,1,6,4,2,10.945962674621908
2017,Pittsburgh,ACC,Coastal,12,5,7,8,3,5,7,4,3,5,1,4,6.031244150245426
2017,Arkansas,SEC,West,12,4,8,8,1,7,6,2,4,4,1,3,4.820561119389283
2017,Iowa State,Big 12,,13,8,5,9,5,4,6,3,3,7,5,2,8.539567197055975
2017,Penn State,Big Ten,East,13,11,2,9,7,2,7,7,0,5,3,2,10.508335753447591
2017,Notre Dame,FBS Independents,,13,10,3,0,0,0,7,6,1,5,3,2,9.23288455995626
2017,Ball State,Mid-American,West,12,2,10,8,0,8,6,2,4,6,0,6,2.3855989381176887
2017,Louisville,ACC,Atlantic,13,8,5,8,4,4,6,4,2,5,3,2,9.115199533235636
2017,Washington,Pac-12,North,13,10,3,9,7,2,7,7,0,5,3,2,10.061124698713801
2017,Texas Tech,Big 12,,13,6,7,9,3,6,6,2,4,5,3,2,5.331954211917178
2017,Kansas State,Big 12,,13,8,5,9,5,4,7,4,3,5,3,2,6.3745860919825335
2017,Fresno State,Mountain West,West,14,10,4,9,7,2,6,5,1,7,4,3,9.892805477815575
2017,Oklahoma State,Big 12,,13,10,3,9,6,3,6,3,3,6,6,0,11.14896808422715
2017,East Carolina,American Athletic,East,12,3,9,8,2,6,7,2,5,5,1,4,3.0560250056536815
2017,Cincinnati,American Athletic,East,12,4,8,8,2,6,6,2,4,6,2,4,3.9514087141379632
2017,Syracuse,ACC,Atlantic,12,4,8,8,2,6,7,4,3,5,0,5,5.0668130136088925
2017,Coastal Carolina,Sun Belt,West,12,3,9,8,2,6,6,2,4,6,1,5,3.656954026933678
2017,Iowa,Big Ten,West,13,8,5,9,4,5,7,5,2,5,2,3,7.934344552327252
2017,Duke,ACC,Coastal,13,7,6,8,3,5,7,4,3,5,2,3,7.447559235468098
2017,Utah State,Mountain West,Mountain,13,6,7,8,4,4,6,3,3,6,3,3,7.35724764801169
2017,Georgia,SEC,East,15,13,2,10,8,2,6,6,0,5,4,1,12.283945778343474
2017,Washington State,Pac-12,North,13,9,4,9,6,3,7,7,0,5,2,3,8.016506001547267
2017,Northwestern,Big Ten,West,13,10,3,9,7,2,7,6,1,5,3,2,8.475754817830614
2017,Mississippi State,SEC,West,13,9,4,8,4,4,7,5,2,5,3,2,9.54758301666206
2017,Louisiana,Sun Belt,East,12,5,7,8,4,4,5,3,2,7,2,5,4.762716055832219
2017,NC State,ACC,Atlantic,13,9,4,8,6,2,6,5,1,5,3,2,9.54622341683577
2017,Wyoming,Mountain West,Mountain,13,8,5,8,5,3,7,5,2,5,2,3,6.598883008804962
2017,USC,Pac-12,South,14,11,3,10,9,1,7,7,0,5,3,2,9.390902420492733
2017,Navy,American Athletic,West,13,7,6,8,4,4,6,5,1,6,2,4,6.055920802798508
2017,Colorado State,Mountain West,Mountain,13,7,6,8,5,3,6,4,2,5,3,2,7.308903842284229
2017,Clemson,ACC,Atlantic,14,12,2,9,8,1,7,7,0,5,4,1,11.49344574230669
2017,Georgia Southern,Sun Belt,West,12,2,10,8,2,6,4,1,3,7,1,6,3.2408777821173445
2017,South Florida,American Athletic,East,12,10,2,8,6,2,6,5,1,5,4,1,10.131445605920678
2017,Ohio State,Big Ten,East,14,12,2,10,9,1,7,6,1,5,4,1,11.49304420274485
2017,Nebraska,Big Ten,West,12,4,8,9,3,6,7,2,5,5,2,3,3.4282275742906356
2017,Troy,Sun Belt,East,13,11,2,8,7,1,6,5,1,6,5,1,9.319945317554378
2017,Ohio,Mid-American,East,13,9,4,8,5,3,6,5,1,6,3,3,9.964328856684666
2017,Georgia State,Sun Belt,West,12,7,5,8,5,3,5,1,4,6,5,1,5.859747745994275
2017,UTSA,Conference USA,West,11,6,5,8,3,5,5,3,2,6,3,3,6.268007438058963
2017,LSU,SEC,West,13,9,4,8,6,2,6,5,1,5,3,2,9.254123063160927
2017,Minnesota,Big Ten,West,12,5,7,9,2,7,7,4,3,5,1,4,4.908908168560149
2017,Arkansas State,Sun Belt,East,12,7,5,8,6,2,5,4,1,6,3,3,9.413676720723716
2017,UNLV,Mountain West,West,12,5,7,8,4,4,6,2,4,6,3,3,4.843278520038562
2017,Memphis,American Athletic,West,13,10,3,9,7,2,8,7,1,5,3,2,9.078590862271612
2017,Akron,Mid-American,East,14,7,7,9,6,3,6,5,1,7,2,5,5.2635511060526845
2017,Indiana,Big Ten,East,12,5,7,9,2,7,6,3,3,6,2,4,5.566151816878641
2017,Central Michigan,Mid-American,West,13,8,5,8,6,2,5,3,2,7,5,2,6.663821300481995
2017,UCF,American Athletic,East,13,13,0,9,9,0,7,7,0,5,5,0,11.116991924443179
2017,Southern Miss,Conference USA,West,13,8,5,8,6,2,6,3,3,6,5,1,6.913450941894797
2017,BYU,FBS Independents,,13,4,9,0,0,0,6,2,4,6,2,4,4.1454842875897775
2017,Florida International,Conference USA,East,13,8,5,8,5,3,6,5,1,5,2,3,7.005399537767896
2017,Vanderbilt,SEC,East,12,5,7,8,1,7,7,3,4,5,2,3,5.117382094121242
2017,Tulsa,American Athletic,West,12,2,10,8,1,7,6,2,4,6,0,6,3.5797836233759392
2017,Texas State,Sun Belt,East,12,2,10,8,1,7,6,1,5,6,1,5,2.3042427662777154
2017,App State,Sun Belt,West,13,9,4,8,7,1,6,5,1,6,3,3,9.35665756735421
2017,UCLA,Pac-12,South,13,6,7,9,4,5,6,6,0,6,0,6,6.4100902333173755
2017,UL Monroe,Sun Belt,East,12,4,8,8,4,4,5,2,3,7,2,5,3.553030125983889
2017,SMU,American Athletic,West,13,7,6,8,4,4,7,6,1,5,1,4,6.69795230851706
2017,TCU,Big 12,,14,11,3,10,7,3,6,6,0,6,4,2,10.564571866884913
2017,Miami,ACC,Coastal,13,10,3,9,7,2,8,7,1,4,3,1,8.612119292034157
2017,Missouri,SEC,East,13,7,6,8,4,4,7,4,3,5,3,2,7.496497198103949
2017,North Texas,Conference USA,West,14,9,5,9,7,2,6,6,0,7,3,4,7.661551513102466
2017,Buffalo,Mid-American,East,12,6,6,8,4,4,6,4,2,6,2,4,6.892585882340653
2017,Middle Tennessee,Conference USA,East,13,7,6,8,4,4,6,4,2,6,2,4,7.186217254715002
2017,Colorado,Pac-12,South,12,5,7,9,2,7,6,3,3,5,1,4,4.902088521539909
2017,Michigan,Big Ten,East,13,8,5,9,5,4,6,4,2,5,3,2,7.972411890479722
2017,Michigan State,Big Ten,East,13,10,3,9,7,2,7,6,1,5,3,2,9.416361758359091
2017,Florida,SEC,East,11,4,7,8,3,5,6,3,3,3,1,2,3.5872715167912084
2017,New Mexico,Mountain West,Mountain,12,3,9,8,1,7,6,2,4,6,1,5,4.701592308191048
2017,Virginia,ACC,Coastal,13,6,7,8,3,5,7,4,3,6,2,4,5.772105457857033
2017,Northern Illinois,Mid-American,West,13,8,5,8,6,2,6,5,1,6,3,3,7.981598847697025
2017,Charlotte,Conference USA,East,12,1,11,8,1,7,6,1,5,6,0,6,0.5428578509529648
2017,Houston,American Athletic,West,12,7,5,8,5,3,6,4,2,5,3,2,8.270880673003614
2017,Oregon State,Pac-12,North,12,1,11,9,0,9,6,1,5,6,0,6,1.8793684121224026
2017,Old Dominion,Conference USA,East,12,5,7,8,3,5,6,3,3,6,2,4,5.3260116271659745
2017,Western Kentucky,Conference USA,East,13,6,7,8,4,4,6,4,2,6,2,4,4.846465920046194
2017,Toledo,Mid-American,West,14,11,3,9,8,1,6,6,0,6,4,2,9.759088183568492
2017,Florida State,ACC,Atlantic,13,7,6,8,3,5,6,3,3,5,3,2,6.730471767649094
2017,UTEP,Conference USA,West,12,0,12,8,0,8,5,0,5,7,0,7,0.8776672696867319
2017,Air Force,Mountain West,Mountain,12,5,7,8,4,4,6,3,3,6,2,4,4.402130892994312
2017,California,Pac-12,North,12,5,7,9,2,7,6,4,2,6,1,5,5.445762403985491
2017,Stanford,Pac-12,North,14,9,5,10,7,3,6,6,0,5,2,3,7.931801649430526
2017,Virginia Tech,ACC,Coastal,13,9,4,8,5,3,6,5,1,5,3,2,8.87514916540476
2017,Idaho,Sun Belt,,12,4,8,8,3,5,6,2,4,6,2,4,6.042721200349226
2017,North Carolina,ACC,Coastal,12,3,9,8,1,7,7,1,6,5,2,3,4.0775058868421805
2017,Louisiana Tech,Conference USA,West,13,7,6,8,4,4,7,3,4,5,3,2,8.11261277469188
2017,Oklahoma,Big 12,,14,12,2,10,9,1,6,5,1,5,5,0,12.357073975110955
2017,Rutgers,Big Ten,East,12,4,8,9,3,6,6,2,4,5,1,4,3.105434927242066
2017,Western Michigan,Mid-American,West,12,6,6,8,4,4,6,4,2,6,2,4,6.303649338266487
2017,Rice,Conference USA,West,12,1,11,8,1,7,5,0,5,6,1,5,1.528708309338256
2017,Tennessee,SEC,East,12,4,8,8,0,8,7,3,4,4,0,4,3.3849163359388093
2017,Ole Miss,SEC,West,12,6,6,8,3,5,7,4,3,5,2,3,5.5994424978036355
2017,Maryland,Big Ten,East,12,4,8,9,2,7,6,2,4,6,2,4,3.109521450522048
2017,Oregon,Pac-12,North,13,7,6,9,4,5,7,6,1,5,1,4,7.417197560383757
2017,Illinois,Big Ten,West,12,2,10,9,0,9,7,2,5,5,0,5,2.1359313214855207
2017,Marshall,Conference USA,East,13,8,5,8,4,4,6,4,2,6,3,3,8.132919172416834
2017,Purdue,Big Ten,West,13,7,6,9,4,5,6,4,2,5,2,3,7.370634175405191
2017,South Carolina,SEC,East,13,9,4,8,5,3,7,5,2,4,2,2,7.6969194769160625
2017,Miami (OH),Mid-American,East,12,5,7,8,4,4,6,3,3,6,2,4,7.1127246447949855
2017,Utah,Pac-12,South,13,7,6,9,3,6,7,4,3,5,2,3,7.369766850269997
2017,Kent State,Mid-American,East,12,2,10,8,1,7,5,2,3,7,0,7,1.8892853916213757
2017,New Mexico State,Sun Belt,,13,7,6,8,4,4,5,3,2,7,3,4,6.527461656692979
2017,Bowling Green,Mid-American,East,12,2,10,8,2,6,5,0,5,7,2,5,2.4798967898897573
2017,UAB,Conference USA,West,13,8,5,8,6,2,6,6,0,6,2,4,8.056588445180758
2017,Wisconsin,Big Ten,West,14,13,1,10,9,1,7,7,0,6,6,0,12.962850875808344
2017,Baylor,Big 12,,12,1,11,9,1,8,6,0,6,5,1,4,2.9720146186193217
2017,UConn,American Athletic,East,12,3,9,8,2,6,6,2,4,5,1,4,2.4776654483396925
2017,Army,FBS Independents,,13,10,3,0,0,0,6,6,0,5,2,3,9.573958292487179
2017,Tulane,American Athletic,West,12,5,7,8,3,5,6,4,2,6,1,5,4.553677928571428
2017,West Virginia,Big 12,,13,7,6,9,5,4,6,4,2,5,3,2,5.9059137185662625
2017,Boston College,ACC,Atlantic,13,7,6,8,4,4,6,2,4,5,4,1,6.8694424984554585
2017,Wake Forest,ACC,Atlantic,13,8,5,8,4,4,6,4,2,6,3,3,7.752497954061913
2017,South Alabama,Sun Belt,East,12,4,8,8,3,5,5,2,3,6,1,5,3.607014834233473
2017,Kansas,Big 12,,12,1,11,9,0,9,7,1,6,5,0,5,1.5667075577933922
2017,Texas A&M,SEC,West,13,7,6,8,4,4,7,4,3,4,2,2,6.454190001560159
2017,Arizona,Pac-12,South,13,7,6,9,5,4,6,4,2,6,3,3,7.245886299095323
2017,Texas,Big 12,,13,7,6,9,5,4,6,3,3,5,3,2,7.519211891310348
2017,Florida Atlantic,Conference USA,East,14,11,3,9,9,0,8,7,1,6,4,2,10.80065272450496
2017,Kentucky,SEC,East,13,7,6,8,4,4,7,4,3,5,3,2,7.347706378324219
2017,Eastern Michigan,Mid-American,West,12,5,7,8,3,5,5,3,2,7,2,5,5.522325847114877
2017,San Diego State,Mountain West,West,13,10,3,8,6,2,7,5,2,5,5,0,9.055289901406814
2018,Old Dominion,Conference USA,East,12,4,8,8,2,6,6,3,3,6,1,5,4.364293675360259
2018,South Carolina,SEC,East,13,7,6,8,4,4,7,5,2,5,2,3,5.56142205683047
2018,West Virginia,Big 12,,12,8,4,9,6,3,6,5,1,4,2,2,7.4313547717507555
2018,Purdue,Big Ten,West,13,6,7,9,5,4,7,3,4,5,3,2,6.797832505069978
2018,Auburn,SEC,West,13,8,5,8,3,5,7,5,2,4,1,3,8.57820601122596
2018,Kansas State,Big 12,,12,5,7,9,3,6,7,5,2,5,0,5,5.596115989985151
2018,Notre Dame,FBS Independents,,13,12,1,0,0,0,6,6,0,4,4,0,10.504618076670937
2018,Tulane,American Athletic,West,13,7,6,8,5,3,6,4,2,6,2,4,7.421681871787759
2018,Michigan,Big Ten,East,13,10,3,9,8,1,7,7,0,5,3,2,9.637302136597985
2018,Texas State,Sun Belt,East,12,3,9,8,1,7,6,2,4,6,1,5,4.998811937669126
2018,Arizona State,Pac-12,South,13,7,6,9,5,4,6,5,1,6,2,4,5.587497561088038
2018,Liberty,FBS Independents,,12,6,6,0,0,0,6,5,1,6,1,5,4.975406672195328
2018,Florida State,ACC,Atlantic,12,5,7,8,3,5,7,4,3,5,1,4,4.003989219805517
2018,USC,Pac-12,South,12,5,7,9,4,5,6,3,3,6,2,4,6.426115314695324
2018,Miami (OH),Mid-American,East,12,6,6,8,6,2,6,3,3,6,3,3,6.053082317667637
2018,East Carolina,American Athletic,East,12,3,9,8,1,7,7,3,4,5,0,5,4.714698245994893
2018,Toledo,Mid-American,West,13,7,6,8,5,3,7,5,2,5,2,3,7.048067742309558
2018,Troy,Sun Belt,East,13,10,3,8,7,1,6,5,1,6,4,2,8.626381973094626
2018,Maryland,Big Ten,East,12,5,7,9,3,6,6,3,3,5,1,4,5.9815111573926805
2018,Louisiana,Sun Belt,East,14,7,7,9,5,4,6,5,1,7,2,5,5.5307427832055085
2018,Illinois,Big Ten,West,12,4,8,9,2,7,6,3,3,5,1,4,4.056503777013092
2018,Army,FBS Independents,,13,11,2,0,0,0,6,6,0,4,2,2,9.618085200383769
2018,Hawai'i,Mountain West,West,14,8,6,8,5,3,7,5,2,6,3,3,7.441390091750906
2018,Georgia Southern,Sun Belt,West,13,10,3,8,6,2,6,5,1,6,4,2,8.361066681534792
2018,Wake Forest,ACC,Atlantic,13,7,6,8,3,5,7,2,5,5,4,1,6.619693861892753
2018,Ohio State,Big Ten,East,14,13,1,10,9,1,7,7,0,4,3,1,10.269640826920446
2018,Iowa State,Big 12,,13,8,5,9,6,3,7,6,1,5,2,3,8.354046562286362
2018,Southern Miss,Conference USA,West,11,6,5,8,5,3,6,5,1,5,1,4,5.557959820863921
2018,LSU,SEC,West,13,10,3,8,5,3,7,6,1,4,2,2,9.766466236829377
2018,Central Michigan,Mid-American,West,12,1,11,8,0,8,6,1,5,6,0,6,1.802651780640766
2018,Rice,Conference USA,West,13,2,11,8,1,7,6,2,4,7,0,7,1.439155077706398
2018,App State,Sun Belt,West,13,11,2,9,8,1,6,6,0,6,4,2,10.895942266172687
2018,Texas,Big 12,,14,10,4,10,7,3,6,5,1,4,3,1,9.29286847898114
2018,Utah,Pac-12,South,14,9,5,10,6,4,6,5,1,6,4,2,9.243288070510184
2018,UTEP,Conference USA,West,12,1,11,8,1,7,6,0,6,6,1,5,2.6016069669945914
2018,Miami,ACC,Coastal,13,7,6,8,4,4,6,5,1,5,2,3,8.220766462524475
2018,Florida,SEC,East,13,10,3,8,5,3,7,5,2,4,4,0,9.633407022365226
2018,Texas Tech,Big 12,,12,5,7,9,3,6,6,3,3,4,2,2,4.780894947790227
2018,New Mexico State,FBS Independents,,12,3,9,0,0,0,5,2,3,7,1,6,2.305667007845964
2018,UL Monroe,Sun Belt,East,12,6,6,8,4,4,5,3,2,7,3,4,5.929449469684438
2018,Alabama,SEC,West,15,14,1,9,9,0,7,7,0,4,4,0,13.500164451380865
2018,Clemson,ACC,Atlantic,15,15,0,9,9,0,7,7,0,5,5,0,13.87247505748794
2018,Virginia,ACC,Coastal,13,8,5,8,4,4,7,6,1,5,1,4,9.354892289867934
2018,NC State,ACC,Atlantic,13,9,4,8,5,3,7,6,1,5,3,2,8.67968411796736
2018,Iowa,Big Ten,West,13,9,4,9,5,4,7,5,2,5,3,2,8.603166796142737
2018,Rutgers,Big Ten,East,12,1,11,9,0,9,7,1,6,5,0,5,1.2426786120558513
2018,Northwestern,Big Ten,West,14,9,5,10,8,2,7,3,4,5,5,0,8.316877608452762
2018,Oregon State,Pac-12,North,12,2,10,9,1,8,6,1,5,6,1,5,2.6501600880510536
2018,Minnesota,Big Ten,West,13,7,6,9,3,6,7,5,2,5,1,4,7.133867709573759
2018,Marshall,Conference USA,East,13,9,4,8,6,2,6,4,2,7,5,2,8.484049858035382
2018,Pittsburgh,ACC,Coastal,14,7,7,9,6,3,6,5,1,6,2,4,6.418821671844067
2018,Buffalo,Mid-American,East,14,10,4,9,7,2,6,5,1,6,5,1,10.875799630013313
2018,Nebraska,Big Ten,West,12,4,8,9,3,6,7,4,3,5,0,5,6.759835453297326
2018,Georgia Tech,ACC,Coastal,13,7,6,8,5,3,6,4,2,6,3,3,6.77601739676968
2018,Ball State,Mid-American,West,12,4,8,8,3,5,6,3,3,6,1,5,3.925869897509462
2018,Arizona,Pac-12,South,12,5,7,9,4,5,7,4,3,5,1,4,6.351639812235631
2018,Massachusetts,FBS Independents,,12,4,8,0,0,0,6,3,3,6,1,5,4.521034545182379
2018,Virginia Tech,ACC,Coastal,13,6,7,8,4,4,7,3,4,5,3,2,4.596926772916063
2018,San Diego State,Mountain West,West,13,7,6,8,4,4,7,5,2,5,2,3,7.121927368821152
2018,Penn State,Big Ten,East,13,9,4,9,6,3,7,5,2,5,4,1,10.624256742104885
2018,Northern Illinois,Mid-American,West,14,8,6,9,7,2,5,3,2,7,4,3,6.54246032856668
2018,Louisiana Tech,Conference USA,West,13,8,5,8,5,3,5,3,2,7,4,3,7.019429643042409
2018,Oklahoma State,Big 12,,13,7,6,9,3,6,7,5,2,5,1,4,8.54134701005254
2018,TCU,Big 12,,13,7,6,9,4,5,6,4,2,5,2,3,5.569299599931519
2018,Arkansas State,Sun Belt,East,13,8,5,8,5,3,6,5,1,6,3,3,8.717774818107225
2018,Eastern Michigan,Mid-American,West,13,7,6,8,5,3,6,4,2,6,3,3,7.8434299292249055
2018,Memphis,American Athletic,West,14,8,6,9,5,4,7,6,1,6,2,4,9.056677495482353
2018,Navy,American Athletic,West,13,3,10,8,2,6,5,3,2,6,0,6,4.131652803865326
2018,Oregon,Pac-12,North,13,9,4,9,5,4,7,6,1,5,2,3,7.531275783891558
2018,San José State,Mountain West,West,12,1,11,8,1,7,5,1,4,6,0,6,1.6994953202925815
2018,Middle Tennessee,Conference USA,East,14,8,6,9,7,2,6,5,1,7,3,4,6.789115840464707
2018,UCF,American Athletic,East,13,12,1,9,9,0,8,8,0,4,4,0,10.771058513426908
2018,Syracuse,ACC,Atlantic,13,10,3,8,6,2,6,6,0,5,3,2,10.498341461487687
2018,Missouri,SEC,East,13,8,5,8,4,4,7,5,2,5,3,2,9.703388883697182
2018,Coastal Carolina,Sun Belt,West,12,5,7,8,2,6,5,1,4,7,4,3,4.663706905207452
2018,Kansas,Big 12,,12,3,9,9,1,8,6,2,4,6,1,5,2.837205330760768
2018,South Florida,American Athletic,East,13,7,6,8,3,5,7,4,3,5,2,3,5.30688441241281
2018,North Carolina,ACC,Coastal,11,2,9,8,1,7,5,2,3,6,0,6,3.58799686381998
2018,Michigan State,Big Ten,East,13,7,6,9,5,4,7,4,3,5,3,2,7.198831537360817
2018,Florida Atlantic,Conference USA,East,12,5,7,8,3,5,6,4,2,6,1,5,5.988194828469562
2018,Vanderbilt,SEC,East,13,6,7,8,3,5,7,5,2,5,1,4,5.614015646881196
2018,Boise State,Mountain West,Mountain,13,10,3,9,7,2,7,5,2,6,5,1,8.766260934177899
2018,BYU,FBS Independents,,13,7,6,0,0,0,6,3,3,6,3,3,8.258559773681032
2018,Washington State,Pac-12,North,13,11,2,9,7,2,7,6,1,5,4,1,9.902148824785241
2018,Tulsa,American Athletic,West,12,3,9,8,2,6,6,3,3,6,0,6,3.6425895379881394
2018,Stanford,Pac-12,North,13,9,4,9,6,3,6,4,2,6,4,2,7.445562960031435
2018,North Texas,Conference USA,West,13,9,4,8,5,3,6,5,1,6,4,2,9.202003403864124
2018,Fresno State,Mountain West,West,14,12,2,9,8,1,6,6,0,7,5,2,11.938153916220935
2018,Ole Miss,SEC,West,12,5,7,8,1,7,7,3,4,4,1,3,6.526162160749458
2018,Akron,Mid-American,East,12,4,8,8,2,6,5,2,3,7,2,5,2.8757446670523312
2018,Texas A&M,SEC,West,13,9,4,8,5,3,7,6,1,4,1,3,9.190058663144455
2018,New Mexico,Mountain West,Mountain,12,3,9,8,1,7,6,1,5,6,2,4,3.814583455689194
2018,Tennessee,SEC,East,12,5,7,8,2,6,7,4,3,4,1,3,4.4037123430805
2018,Florida International,Conference USA,East,13,9,4,8,6,2,7,4,3,5,4,1,9.413844191738534
2018,Charlotte,Conference USA,East,12,5,7,8,4,4,6,4,2,6,1,5,5.716272284484478
2018,South Alabama,Sun Belt,East,12,3,9,8,2,6,6,3,3,6,0,6,2.93924143641384
2018,Mississippi State,SEC,West,13,8,5,8,4,4,7,6,1,5,2,3,8.686285330205303
2018,Louisville,ACC,Atlantic,12,2,10,8,0,8,7,2,5,4,0,4,2.1668037236337856
2018,UConn,American Athletic,East,12,1,11,8,0,8,6,1,5,6,0,6,1.1352889313495487
2018,Wyoming,Mountain West,Mountain,12,6,6,8,4,4,6,3,3,6,3,3,6.183606717587167
2018,Kent State,Mid-American,East,12,2,10,8,1,7,5,1,4,7,1,6,3.3330485485476484
2018,UCLA,Pac-12,South,12,3,9,9,3,6,7,2,5,5,1,4,3.9579266552191115
2018,Boston College,ACC,Atlantic,12,7,5,8,4,4,7,5,2,5,2,3,7.451194551477924
2018,Georgia State,Sun Belt,West,12,2,10,8,1,7,6,2,4,6,0,6,2.2856224504428364
2018,UNLV,Mountain West,West,12,4,8,8,2,6,6,3,3,6,1,5,3.694151844499515
2018,Western Michigan,Mid-American,West,13,7,6,8,5,3,6,3,3,6,4,2,7.471948861302446
2018,Indiana,Big Ten,East,12,5,7,9,2,7,7,3,4,5,2,3,4.988522298128727
2018,Nevada,Mountain West,West,13,8,5,8,5,3,6,4,2,6,3,3,6.464089107881505
2018,Washington,Pac-12,North,14,10,4,10,8,2,6,6,0,5,3,2,11.21447119684808
2018,California,Pac-12,North,13,7,6,9,4,5,7,4,3,5,3,2,6.341846125290172
2018,Temple,American Athletic,East,13,8,5,8,7,1,6,4,2,6,4,2,7.186202653860234
2018,Utah State,Mountain West,Mountain,13,11,2,8,7,1,6,6,0,6,4,2,10.057639957537145
2018,SMU,American Athletic,West,12,5,7,8,4,4,6,3,3,6,2,4,3.662326450860307
2018,Bowling Green,Mid-American,East,12,3,9,8,2,6,6,1,5,6,2,4,2.768273842562725
2018,Arkansas,SEC,West,12,2,10,8,0,8,7,2,5,4,0,4,3.242954009482268
2018,Baylor,Big 12,,13,7,6,9,4,5,6,4,2,5,1,4,6.931325169719584
2018,Kentucky,SEC,East,13,10,3,8,5,3,7,6,1,5,3,2,7.647706464503871
2018,Georgia,SEC,East,14,11,3,9,7,2,7,7,0,4,3,1,11.598825232325622
2018,Ohio,Mid-American,East,13,9,4,8,6,2,6,6,0,6,2,4,8.666115277658509
2018,Oklahoma,Big 12,,14,12,2,10,9,1,7,7,0,4,4,0,11.52759909992852
2018,UAB,Conference USA,West,14,11,3,9,8,1,5,5,0,7,4,3,10.333391681215133
2018,Colorado State,Mountain West,Mountain,12,3,9,8,2,6,6,2,4,5,1,4,3.0803722871584927
2018,UTSA,Conference USA,West,12,3,9,8,2,6,6,2,4,6,1,5,2.612241927607921
2018,Wisconsin,Big Ten,West,13,8,5,9,5,4,7,5,2,5,2,3,8.078455859086741
2018,Houston,American Athletic,West,13,8,5,8,5,3,6,5,1,6,3,3,7.894145673118324
2018,Western Kentucky,Conference USA,East,12,3,9,8,2,6,5,1,4,7,2,5,4.188518956095609
2018,Duke,ACC,Coastal,13,8,5,8,3,5,6,3,3,6,4,2,7.4420592514310995
2018,Cincinnati,American Athletic,East,13,11,2,8,6,2,6,6,0,6,4,2,10.340911193730284
2018,Air Force,Mountain West,Mountain,12,5,7,8,3,5,6,4,2,6,1,5,6.393693867203708
2018,Colorado,Pac-12,South,12,5,7,9,2,7,6,3,3,5,1,4,5.275756756375455
2019,Michigan,Big Ten,East,13,9,4,9,6,3,7,6,1,5,3,2,9.181053044851474
2019,Cincinnati,American Athletic,East,14,11,3,9,7,2,6,6,0,7,4,3,9.068419268203641
2019,Texas State,Sun Belt,East,12,3,9,8,2,6,6,3,3,6,0,6,2.8337049109766035
2019,Coastal Carolina,Sun Belt,West,12,5,7,8,2,6,6,3,3,6,2,4,5.226362455165599
2019,New Mexico,Mountain West,Mountain,12,2,10,8,0,8,6,2,4,6,0,6,1.9493396153657694
2019,Central Michigan,Mid-American,West,14,8,6,9,6,3,6,6,0,6,2,4,8.103289784928755
2019,Georgia,SEC,East,14,12,2,9,7,2,7,6,1,4,4,0,11.51014000494875
2019,Texas A&M,SEC,West,13,8,5,8,4,4,7,5,2,4,1,3,8.03631247338334
2019,Northwestern,Big Ten,West,12,3,9,9,1,8,7,2,5,5,1,4,4.716606575663956
2019,UTSA,Conference USA,West,12,4,8,8,3,5,6,2,4,6,2,4,3.5982764415222035
2019,Miami,ACC,Coastal,13,6,7,8,4,4,6,4,2,5,2,3,7.869365526306024
2019,Mississippi State,SEC,West,13,6,7,8,3,5,7,4,3,4,1,3,6.322965437379646
2019,Massachusetts,FBS Independents,,12,1,11,0,0,0,6,1,5,6,0,6,1.0272465785831917
2019,South Carolina,SEC,East,12,4,8,8,3,5,7,3,4,4,1,3,4.278140552496336
2019,Temple,American Athletic,East,13,8,5,8,5,3,7,6,1,5,2,3,8.089276886003455
2019,BYU,FBS Independents,,13,7,6,0,0,0,6,4,2,6,3,3,5.844123473537077
2019,Bowling Green,Mid-American,East,12,3,9,8,2,6,6,3,3,6,0,6,2.8462495490601056
2019,Marshall,Conference USA,East,13,8,5,8,6,2,7,6,1,5,2,3,6.30269758038886
