year,team,conference,division,total_games,total_wins,total_losses,conference_games,conference_wins,conference_losses,home_games,home_wins,home_losses,away_games,away_wins,away_losses,expected_wins
2019,Florida State,ACC,Atlantic,13,6,7,8,4,4,7,5,2,5,1,4,7.003935325802586
2019,Alabama,SEC,West,13,11,2,8,6,2,7,6,1,4,3,1,11.360601445724704
2019,Texas,Big 12,,13,8,5,9,5,4,6,5,1,4,1,3,7.6743474177905
2019,Arkansas State,Sun Belt,East,13,8,5,8,5,3,6,4,2,6,3,3,6.651450958254767
2019,UConn,American Athletic,East,12,2,10,8,0,8,6,1,5,6,1,5,2.705242177494252
2019,Virginia,ACC,Coastal,14,9,5,9,6,3,7,7,0,5,2,3,8.404478637990158
2019,Wisconsin,Big Ten,West,14,10,4,10,7,3,7,7,0,5,3,2,11.139982549529538
2019,Wake Forest,ACC,Atlantic,13,8,5,8,4,4,7,6,1,5,2,3,8.400835146853492
2019,Eastern Michigan,Mid-American,West,13,6,7,8,3,5,5,2,3,7,4,3,5.984639921912726
2019,Purdue,Big Ten,West,12,4,8,9,3,6,7,3,4,5,1,4,4.389655332438903
2019,Florida International,Conference USA,East,13,6,7,8,3,5,7,6,1,5,0,5,7.661308841162943
2019,Ole Miss,SEC,West,12,4,8,8,2,6,7,4,3,5,0,5,5.056691126873146
2019,UL Monroe,Sun Belt,East,12,5,7,8,4,4,6,4,2,6,1,5,5.660969612037116
2019,Iowa,Big Ten,West,13,10,3,9,6,3,7,6,1,5,3,2,7.726973450589029
2019,Oklahoma,Big 12,,14,12,2,10,9,1,6,6,0,5,4,1,11.526837575638115
2019,Old Dominion,Conference USA,East,12,1,11,8,0,8,6,1,5,6,0,6,2.1823542379036525
2019,Arizona State,Pac-12,South,13,8,5,9,4,5,7,5,2,5,2,3,5.123304507483113
2019,Georgia State,Sun Belt,West,13,7,6,8,4,4,6,5,1,6,2,4,6.431617855811925
2019,Memphis,American Athletic,West,14,12,2,9,8,1,7,7,0,6,5,1,9.848524633822391
2019,Oregon State,Pac-12,North,12,5,7,9,4,5,6,2,4,6,3,3,5.384315406264852
2019,Florida,SEC,East,13,11,2,8,6,2,6,6,0,4,3,1,10.832520726503908
2019,UTEP,Conference USA,West,12,1,11,8,0,8,6,1,5,6,0,6,1.6579638083338204
2019,Western Kentucky,Conference USA,East,13,9,4,8,6,2,6,4,2,5,4,1,8.44407182932749
2019,Auburn,SEC,West,13,9,4,8,5,3,7,6,1,4,2,2,9.21708248018527
2019,Western Michigan,Mid-American,West,13,7,6,8,5,3,6,6,0,6,1,5,6.550458486191457
2019,Boston College,ACC,Atlantic,13,6,7,8,4,4,6,3,3,6,3,3,6.695455724736424
2019,Texas Tech,Big 12,,12,4,8,9,2,7,6,3,3,6,1,5,6.47867774499944
2019,Penn State,Big Ten,East,13,11,2,9,7,2,7,7,0,5,3,2,9.896630112827209
2019,Akron,Mid-American,East,12,0,12,8,0,8,6,0,6,6,0,6,1.3826153230464804
2019,North Texas,Conference USA,West,12,4,8,8,3,5,6,4,2,6,0,6,3.9995192594791464
2019,Vanderbilt,SEC,East,12,3,9,8,1,7,7,3,4,5,0,5,2.5235418763166213
2019,Pittsburgh,ACC,Coastal,13,8,5,8,4,4,7,4,3,5,3,2,7.265235856104927
2019,Iowa State,Big 12,,13,7,6,9,5,4,7,5,2,5,2,3,9.445379231905783
2019,UAB,Conference USA,West,14,9,5,9,6,3,6,6,0,7,3,4,9.081523760961886
2019,Charlotte,Conference USA,East,13,7,6,8,5,3,6,5,1,6,2,4,7.46057968167491
2019,Air Force,Mountain West,Mountain,13,11,2,8,7,1,6,6,0,6,4,2,10.854903824571817
2019,San Diego State,Mountain West,West,13,10,3,8,5,3,6,4,2,6,5,1,8.57000635397572
2019,Toledo,Mid-American,West,12,6,6,8,3,5,6,5,1,6,1,5,5.762407796702401
2019,NC State,ACC,Atlantic,12,4,8,8,1,7,7,4,3,5,0,5,4.167874895162647
2019,Arizona,Pac-12,South,12,4,8,9,2,7,6,3,3,6,1,5,4.025796211706421
2019,Colorado State,Mountain West,Mountain,12,4,8,8,3,5,6,2,4,5,2,3,5.294321956053535
2019,Navy,American Athletic,West,13,11,2,8,7,1,6,6,0,5,3,2,11.103018267468688
2019,Ohio,Mid-American,East,13,7,6,8,5,3,6,2,4,6,4,2,7.715074673447765
2019,Army,FBS Independents,,13,5,8,0,0,0,6,4,2,6,1,5,6.214153151262764
2019,Nebraska,Big Ten,West,12,5,7,9,3,6,7,3,4,5,2,3,6.190252922337
2019,Syracuse,ACC,Atlantic,12,5,7,8,2,6,6,3,3,6,2,4,4.365580956027171
2019,East Carolina,American Athletic,East,12,4,8,8,1,7,6,2,4,6,2,4,3.533423533427293
2019,Clemson,ACC,Atlantic,15,14,1,9,9,0,7,7,0,5,5,0,12.763099058213355
2019,Houston,American Athletic,West,12,4,8,8,2,6,5,1,4,6,3,3,3.4262733059372423
2019,Illinois,Big Ten,West,13,6,7,9,4,5,7,3,4,5,3,2,5.425147611675753
2019,Louisiana,Sun Belt,East,14,11,3,9,7,2,6,5,1,6,5,1,10.766498213280368
2019,Michigan State,Big Ten,East,13,7,6,9,4,5,7,4,3,5,2,3,8.338165385301007
2019,UNLV,Mountain West,West,12,4,8,8,2,6,6,2,4,6,2,4,4.755187510626475
2019,Tulsa,American Athletic,West,12,4,8,8,2,6,6,2,4,6,2,4,5.98016999922439
2019,Wyoming,Mountain West,Mountain,13,8,5,8,4,4,6,6,0,6,1,5,7.1666252106805475
2019,New Mexico State,FBS Independents,,12,2,10,0,0,0,5,2,3,7,0,7,3.0965427380825505
2019,Georgia Southern,Sun Belt,West,13,7,6,8,5,3,6,5,1,6,2,4,6.032607415518692
2019,UCLA,Pac-12,South,12,4,8,9,4,5,6,2,4,6,2,4,3.5518979049516166
2020,NC State,ACC,Atlantic,12,8,4,10,7,3,6,5,1,5,3,2,6.152910214321605
2020,Troy,Sun Belt,East,11,5,6,7,3,4,5,2,3,6,3,3,5.406874869264262
2020,LSU,SEC,West,10,5,5,10,5,5,5,2,3,5,3,2,3.071491769736852
2020,Ball State,Mid-American,West,8,7,1,7,6,1,3,3,0,3,2,1,5.333694772518939
2020,SMU,American Athletic,West,10,7,3,7,4,3,4,3,1,6,4,2,6.220334849840474
2020,Texas Tech,Big 12,,10,4,6,9,3,6,6,4,2,4,0,4,3.6879756353292907
2020,Michigan State,Big Ten,East,7,2,5,7,2,5,4,1,3,3,1,2,2.5526937395991793
2020,Texas,Big 12,,10,7,3,8,5,3,5,3,2,3,3,0,6.287828067338884
2020,Virginia Tech,ACC,Coastal,11,5,6,10,5,5,6,3,3,5,2,3,6.803485362364006
2020,Massachusetts,FBS Independents,,4,0,4,0,0,0,0,0,0,4,0,4,0.011057233079636797
2020,Purdue,Big Ten,West,6,2,4,6,2,4,4,1,3,2,1,1,1.1531561139416118
2020,San José State,Mountain West,West,8,7,1,7,7,0,4,4,0,2,2,0,5.380511066522296
2020,UL Monroe,Sun Belt,East,10,0,10,7,0,7,5,0,5,5,0,5,0.06259262151741415
2020,Nevada,Mountain West,West,9,7,2,8,6,2,4,4,0,4,2,2,5.0230499509391935
2020,Oklahoma,Big 12,,11,9,2,9,7,2,5,4,1,3,2,1,9.014127998888458
2020,Army,FBS Independents,,12,9,3,0,0,0,7,7,0,3,1,2,9.247361069721832
2020,South Carolina,SEC,East,10,2,8,10,2,8,5,1,4,5,1,4,2.7119307350773716
2020,New Mexico,Mountain West,Mountain,7,2,5,7,2,5,4,2,2,3,0,3,2.3399475454736787
2020,Navy,American Athletic,West,10,3,7,7,3,4,5,1,4,4,2,2,4.665413749710979
2020,Charlotte,Conference USA,East,6,2,4,4,2,2,2,1,1,4,1,3,2.2271184939639728
2020,Ole Miss,SEC,West,10,5,5,9,4,5,5,2,3,4,2,2,5.1590253076158845
2020,Florida State,ACC,Atlantic,9,3,6,8,2,6,5,3,2,4,0,4,3.2284969261110645
2020,Rutgers,Big Ten,East,9,3,6,9,3,6,5,0,5,4,3,1,2.0348533477392103
2020,BYU,FBS Independents,,12,11,1,0,0,0,7,7,0,4,3,1,10.325166130308325
2020,Indiana,Big Ten,East,8,6,2,7,6,1,3,3,0,4,3,1,4.400919295361021
2020,UTSA,Conference USA,West,12,7,5,6,4,2,6,5,1,5,2,3,6.303469579314094
2020,UTEP,Conference USA,West,8,3,5,4,0,4,3,2,1,5,1,4,4.02348770091249
2020,Ohio,Mid-American,East,3,2,1,3,2,1,2,2,0,1,0,1,1.9020639531285866
2020,Wake Forest,ACC,Atlantic,9,4,5,7,3,4,4,3,1,4,1,3,4.703518602789562
2020,Michigan,Big Ten,East,6,2,4,6,2,4,3,0,3,3,2,1,2.1538719345152386
2020,UNLV,Mountain West,West,6,0,6,6,0,6,3,0,3,3,0,3,0.6302255119869474
2020,Northwestern,Big Ten,West,9,7,2,8,6,2,4,4,0,3,2,1,6.149704455164643
2020,Eastern Michigan,Mid-American,West,6,2,4,6,2,4,3,1,2,3,1,2,2.487199454676494
2020,Boise State,Mountain West,Mountain,7,5,2,6,5,1,3,2,1,3,3,0,4.675671952555538
2020,Memphis,American Athletic,West,11,8,3,8,5,3,6,6,0,4,1,3,5.330781239779838
2020,Kansas,Big 12,,9,0,9,8,0,8,4,0,4,5,0,5,0.3260300290194503
2020,Pittsburgh,ACC,Coastal,11,6,5,10,5,5,6,4,2,5,2,3,6.054516495098734
2020,Wisconsin,Big Ten,West,7,4,3,6,3,3,3,2,1,3,1,2,4.751009173251046
2020,Washington,Pac-12,North,4,3,1,4,3,1,4,3,1,0,0,0,2.608701222770116
2020,Coastal Carolina,Sun Belt,West,12,11,1,8,8,0,6,6,0,5,5,0,10.913111750807143
2020,Akron,Mid-American,East,6,1,5,6,1,5,3,1,2,3,0,3,1.7602303862916555
2020,Bowling Green,Mid-American,East,5,0,5,5,0,5,2,0,2,3,0,3,0.03573454227731932
2020,Oklahoma State,Big 12,,11,8,3,9,6,3,5,4,1,5,3,2,6.685870473126803
2020,Louisiana,Sun Belt,East,11,10,1,8,7,1,4,3,1,6,6,0,7.0805304761737835
2020,Colorado,Pac-12,South,6,4,2,4,3,1,3,2,1,2,2,0,4.056224651927857
2020,Liberty,FBS Independents,,11,10,1,0,0,0,6,6,0,4,3,1,8.11060113198959
2020,East Carolina,American Athletic,East,9,3,6,8,3,5,4,1,3,5,2,3,3.8825095760912296
2020,Utah,Pac-12,South,5,3,2,5,3,2,3,2,1,2,1,1,3.6507869942499966
2020,Middle Tennessee,Conference USA,East,9,3,6,5,2,3,3,0,3,6,3,3,3.5287390585387803
2020,Temple,American Athletic,East,7,1,6,7,1,6,3,1,2,4,0,4,0.9711174651620968
2020,Tennessee,SEC,East,10,3,7,10,3,7,5,1,4,5,2,3,3.31637546249442
2020,Oregon,Pac-12,North,7,4,3,6,4,2,2,2,0,4,2,2,4.96852711050329
2020,Western Kentucky,Conference USA,East,12,5,7,7,4,3,5,3,2,6,2,4,4.5444313234926215
2020,Georgia State,Sun Belt,West,10,6,4,8,4,4,5,3,2,4,2,2,6.130812133442391
2020,Wyoming,Mountain West,Mountain,6,2,4,6,2,4,2,1,1,4,1,3,3.0944077762849718
2020,Virginia,ACC,Coastal,10,5,5,9,4,5,6,5,1,4,0,4,4.3244143679638825
2020,Hawai'i,Mountain West,West,9,5,4,8,4,4,4,3,1,4,1,3,4.121987017286146
2020,Stanford,Pac-12,North,6,4,2,6,4,2,1,0,1,5,4,1,1.5854219129949747
2020,North Texas,Conference USA,West,10,4,6,7,3,4,6,2,4,3,2,1,4.158283019140345
2020,Georgia,SEC,East,10,8,2,9,7,2,3,3,0,5,4,1,7.49418184307191
2020,Houston,American Athletic,West,8,3,5,6,3,3,4,2,2,3,1,2,3.3896688028126065
2020,UAB,Conference USA,West,9,6,3,5,4,1,4,3,1,5,3,2,7.407875052016535
2020,South Florida,American Athletic,East,9,1,8,7,0,7,4,1,3,5,0,5,1.7956263907307035
2020,Vanderbilt,SEC,East,9,0,9,9,0,9,5,0,5,4,0,4,1.0828834317529188
2020,App State,Sun Belt,West,12,9,3,8,6,2,6,5,1,5,3,2,8.748983089150995
2020,Northern Illinois,Mid-American,West,6,0,6,6,0,6,3,0,3,3,0,3,0.7163366081491016
2020,Toledo,Mid-American,West,6,4,2,6,4,2,3,2,1,3,2,1,4.02510607305491
2020,USC,Pac-12,South,6,5,1,6,5,1,3,2,1,3,3,0,2.7401380152860813
2020,Notre Dame,FBS Independents,,12,10,2,10,9,1,6,6,0,4,4,0,9.097565010333348
2020,Baylor,Big 12,,9,2,7,9,2,7,4,2,2,5,0,5,2.469504491591862
2020,Florida International,Conference USA,East,5,0,5,3,0,3,3,0,3,2,0,2,0.8677705800283926
2020,Mississippi State,SEC,West,11,4,7,10,3,7,5,2,3,5,1,4,2.5028875413129805
2020,North Carolina,ACC,Coastal,12,8,4,10,7,3,6,5,1,5,3,2,8.585750031858597
2020,Arkansas State,Sun Belt,East,11,4,7,8,2,6,5,3,2,6,1,5,4.709287908302104
2020,Arizona State,Pac-12,South,4,2,2,4,2,2,1,0,1,3,2,1,2.7217829654303074
2020,Louisiana Tech,Conference USA,West,10,5,5,6,4,2,4,3,1,5,2,3,2.8407924172373615
2020,Arizona,Pac-12,South,5,0,5,5,0,5,3,0,3,2,0,2,0.4597174087043918
2020,Maryland,Big Ten,East,5,2,3,5,2,3,2,1,1,3,1,2,2.309367563697062
2020,TCU,Big 12,,10,6,4,9,5,4,6,3,3,4,3,1,6.236423359500499
2020,Alabama,SEC,West,13,13,0,11,11,0,5,5,0,5,5,0,12.599078819108339
2020,Illinois,Big Ten,West,8,2,6,8,2,6,3,0,3,5,2,3,2.2659332868056357
2020,Tulsa,American Athletic,West,9,6,3,7,6,1,3,3,0,5,3,2,6.201075238866361
2020,Penn State,Big Ten,East,9,4,5,9,4,5,5,2,3,4,2,2,5.301382146735164
2020,Western Michigan,Mid-American,West,6,4,2,6,4,2,3,2,1,3,2,1,4.622293558709975
2020,Rice,Conference USA,West,5,2,3,5,2,3,2,0,2,3,2,1,2.576817295731538
2020,Florida Atlantic,Conference USA,East,9,5,4,6,4,2,4,4,0,4,1,3,4.5136392564965275
2020,Oregon State,Pac-12,North,7,2,5,7,2,5,5,2,3,2,0,2,2.1404653569196337
2020,Minnesota,Big Ten,West,7,3,4,7,3,4,3,1,2,4,2,2,3.3074657020888645
2020,Ohio State,Big Ten,East,8,7,1,6,6,0,3,3,0,2,2,0,6.854430807176151
2020,West Virginia,Big 12,,10,6,4,8,4,4,5,5,0,4,0,4,5.2204643909928
2020,Miami,ACC,Coastal,11,8,3,9,7,2,5,4,1,5,4,1,6.822287932678705
2020,Tulane,American Athletic,West,12,6,6,8,3,5,5,3,2,6,3,3,5.631140174729959
2020,Duke,ACC,Coastal,11,2,9,10,1,9,5,1,4,6,1,5,2.163262300610285
2020,Iowa,Big Ten,West,8,6,2,8,6,2,4,3,1,4,3,1,6.32902030292588
2020,California,Pac-12,North,4,1,3,4,1,3,2,1,1,2,0,2,1.0511407977352545
2020,Texas State,Sun Belt,East,12,2,10,8,2,6,6,1,5,6,1,5,2.146206943320086
2020,Kentucky,SEC,East,11,5,6,10,4,6,5,3,2,5,1,4,5.698167623159509
2020,Buffalo,Mid-American,East,7,6,1,6,5,1,3,3,0,2,2,0,6.073839077965313
2020,Georgia Southern,Sun Belt,West,13,8,5,8,4,4,7,6,1,5,1,4,9.990198186344454
2020,Colorado State,Mountain West,Mountain,4,1,3,4,1,3,1,1,0,3,0,3,0.8797982840113602
2020,Texas A&M,SEC,West,10,9,1,9,8,1,4,4,0,5,4,1,8.412972812785078
2020,Missouri,SEC,East,10,5,5,10,5,5,5,3,2,5,2,3,3.8613575601952856
2020,Air Force,Mountain West,Mountain,6,3,3,4,2,2,3,2,1,3,1,2,4.691972980625573
2020,Miami (OH),Mid-American,East,3,2,1,3,2,1,1,1,0,2,1,1,1.2646694615675516
2020,Nebraska,Big Ten,West,8,3,5,8,3,5,3,1,2,5,2,3,3.451845469170139
2020,Marshall,Conference USA,East,10,7,3,6,4,2,7,5,2,2,2,0,6.957120769880689
2020,New Mexico State,FBS Independents,,2,1,1,0,0,0,0,0,0,0,0,0,0.0010691084399867515
2020,San Diego State,Mountain West,West,8,4,4,6,4,2,4,3,1,4,1,3,5.463089073117296
2020,Boston College,ACC,Atlantic,11,6,5,10,5,5,6,4,2,5,2,3,5.292983569988743
2020,Washington State,Pac-12,North,4,1,3,4,1,3,1,0,1,3,1,2,0.74537949818596
2020,Central Michigan,Mid-American,West,6,3,3,6,3,3,3,1,2,3,2,1,2.737605218200912
2020,Cincinnati,American Athletic,East,10,9,1,7,7,0,7,7,0,2,2,0,9.012258419827784
2020,Syracuse,ACC,Atlantic,11,1,10,10,1,9,6,1,5,5,0,5,1.3649335105281966
2020,South Alabama,Sun Belt,East,11,4,7,8,3,5,6,2,4,5,2,3,3.8754488751241825
2020,Auburn,SEC,West,11,6,5,10,6,4,5,4,1,5,2,3,4.657129368921421
2020,Florida,SEC,East,12,8,4,11,8,3,5,4,1,4,3,1,8.036293115788439
2020,Arkansas,SEC,West,10,3,7,10,3,7,5,2,3,5,1,4,5.905654782056109
2020,Clemson,ACC,Atlantic,12,10,2,10,9,1,6,6,0,4,3,1,9.104876417528777
2020,Georgia Tech,ACC,Coastal,10,3,7,9,3,6,6,2,4,4,1,3,4.209246375089222
2020,UCLA,Pac-12,South,7,3,4,7,3,4,4,2,2,3,1,2,5.327622715243754
2020,Kansas State,Big 12,,10,4,6,9,4,5,5,2,3,5,2,3,4.975136117274847
2020,Louisville,ACC,Atlantic,11,4,7,10,3,7,6,4,2,5,0,5,5.504494596913313
2020,UCF,American Athletic,East,10,6,4,8,5,3,4,2,2,5,4,1,6.417245715415002
2020,Kent State,Mid-American,East,4,3,1,4,3,1,2,2,0,2,1,1,2.9980568823046645
2020,Iowa State,Big 12,,12,9,3,10,8,2,6,5,1,4,3,1,8.690183653047416
2020,Fresno State,Mountain West,West,6,3,3,6,3,3,2,1,1,4,2,2,3.4279300177057643
2020,Southern Miss,Conference USA,West,10,3,7,6,2,4,7,2,5,3,1,2,3.5346333205009963
2020,Utah State,Mountain West,Mountain,6,1,5,6,1,5,4,1,3,2,0,2,1.003221491098888
2021,Auburn,SEC,West,13,6,7,8,3,5,7,4,3,5,2,3,6.267283755712322
2021,Pittsburgh,ACC,Coastal,14,11,3,9,8,1,7,5,2,5,5,0,10.579693605987266
2021,Iowa,Big Ten,West,14,10,4,10,7,3,7,6,1,5,4,1,6.9858093970651876
2021,UL Monroe,Sun Belt,East,12,4,8,8,2,6,6,4,2,6,0,6,3.6365314167850586
2021,Wisconsin,Big Ten,West,13,9,4,9,6,3,7,5,2,4,3,1,9.004270446501556
2021,Texas A&M,SEC,West,12,8,4,8,4,4,7,6,1,3,1,2,9.036380680664905
2021,Duke,ACC,Coastal,12,3,9,8,0,8,7,3,4,5,0,5,4.0545194639079085
2021,Western Michigan,Mid-American,West,13,8,5,8,4,4,6,4,2,6,3,3,9.421055114988572
2021,Arkansas State,Sun Belt,East,12,2,10,8,1,7,6,1,5,6,1,5,2.937410646746787
2021,Florida,SEC,East,13,6,7,8,2,6,6,5,1,5,1,4,8.255906417446498
2021,Georgia Tech,ACC,Coastal,12,3,9,9,2,7,6,1,5,5,1,4,3.1231305076726787
2021,Old Dominion,Conference USA,East,13,6,7,8,5,3,6,4,2,6,2,4,6.864073086199553
2021,Northern Illinois,Mid-American,West,14,9,5,9,7,2,6,4,2,6,4,2,8.654448121625473
2021,UTEP,Conference USA,West,13,7,6,8,4,4,6,5,1,6,2,4,8.163808973824851
2021,Troy,Sun Belt,East,12,5,7,8,3,5,6,3,3,6,2,4,4.910538460798936
2021,Oklahoma State,Big 12,,14,12,2,10,8,2,7,7,0,5,4,1,11.0676432944305
2021,UCLA,Pac-12,South,12,8,4,9,6,3,7,4,3,5,4,1,8.845181960544295
2021,Nevada,Mountain West,West,13,8,5,8,5,3,6,5,1,6,3,3,6.477627400614138
2021,Arizona,Pac-12,South,12,1,11,9,1,8,6,1,5,5,0,5,1.9428218990409596
2021,Massachusetts,FBS Independents,,12,1,11,0,0,0,6,1,5,6,0,6,1.3494695024039303
2021,Colorado State,Mountain West,Mountain,12,3,9,8,2,6,6,1,5,6,2,4,6.1388969211020905
2021,Central Michigan,Mid-American,West,13,9,4,8,6,2,6,5,1,6,3,3,8.316397176121505
2021,Northwestern,Big Ten,West,12,3,9,9,1,8,6,3,3,5,0,5,3.434701489702797
2021,Bowling Green,Mid-American,East,12,4,8,8,2,6,6,2,4,6,2,4,2.9935834234345915
2021,East Carolina,American Athletic,East,12,7,5,8,5,3,6,4,2,6,3,3,5.670479134411131
2021,Army,FBS Independents,,13,9,4,0,0,0,7,5,2,4,2,2,10.00038727322321
2021,Texas State,Sun Belt,East,12,4,8,8,3,5,6,2,4,6,2,4,2.405215407314326
2021,South Carolina,SEC,East,13,7,6,8,3,5,7,5,2,5,1,4,6.855620793760253
2021,Louisiana Tech,Conference USA,West,12,3,9,8,2,6,6,3,3,6,0,6,4.14468622359673
2021,Houston,American Athletic,West,14,12,2,9,8,1,5,5,0,7,6,1,10.835028051635348
2021,LSU,SEC,West,13,6,7,8,3,5,7,5,2,5,1,4,7.1968671852536135
2021,SMU,American Athletic,West,12,8,4,8,4,4,6,5,1,6,3,3,6.8570410337755865
2021,Boise State,Mountain West,Mountain,12,7,5,8,5,3,6,3,3,6,4,2,6.56010703424493
2021,Kentucky,SEC,East,13,10,3,8,5,3,7,6,1,5,3,2,8.469776498655031
2021,BYU,FBS Independents,,13,10,3,0,0,0,6,5,1,5,4,1,8.311919617284142
2021,West Virginia,Big 12,,13,6,7,9,4,5,6,4,2,6,2,4,5.9680229231943285
2021,Georgia Southern,Sun Belt,West,12,3,9,8,2,6,6,2,4,6,1,5,4.560727839150213
2021,Navy,American Athletic,West,12,4,8,8,3,5,6,1,5,6,3,3,7.047007418537897
2021,Wake Forest,ACC,Atlantic,14,11,3,10,7,3,6,6,0,6,4,2,8.337147324281997
2021,Baylor,Big 12,,14,12,2,10,8,2,7,7,0,5,3,2,10.219910121550923
2021,Southern Miss,Conference USA,West,12,3,9,8,2,6,6,2,4,6,1,5,4.280912548203486
2021,Rice,Conference USA,West,12,4,8,8,3,5,6,3,3,6,1,5,4.944527937351586
2021,San José State,Mountain West,West,12,5,7,8,3,5,6,3,3,6,2,4,5.261880172800266
2021,Nebraska,Big Ten,West,12,3,9,9,1,8,7,3,4,5,0,5,7.5559865777578334
2021,Ball State,Mid-American,West,13,6,7,8,4,4,6,3,3,6,3,3,4.1829669613539995
2021,Florida State,ACC,Atlantic,12,5,7,9,4,5,7,3,4,5,2,3,5.996309195082118
2021,TCU,Big 12,,12,5,7,9,3,6,7,4,3,5,1,4,5.834781025802941
2021,Florida Atlantic,Conference USA,East,12,5,7,8,3,5,6,4,2,6,1,5,6.384624086645985
2021,Kent State,Mid-American,East,14,7,7,9,6,3,5,5,0,7,2,5,6.687985066033968
2021,North Texas,Conference USA,West,13,6,7,8,5,3,6,3,3,6,3,3,6.808750906339384
2021,Maryland,Big Ten,East,13,7,6,9,3,6,7,4,3,5,2,3,6.096280072943679
2021,Michigan,Big Ten,East,14,12,2,10,9,1,7,7,0,5,4,1,11.6763998716883
2021,Toledo,Mid-American,West,13,7,6,8,5,3,6,3,3,6,4,2,7.979199286652915
2021,Virginia,ACC,Coastal,12,6,6,9,4,5,7,4,3,5,2,3,4.554728899316727
2021,Tulane,American Athletic,West,12,2,10,8,1,7,6,2,4,6,0,6,4.3223197923769385
2021,UCF,American Athletic,East,13,9,4,8,5,3,7,7,0,5,1,4,7.347836739559434
2021,Ohio State,Big Ten,East,13,11,2,9,8,1,7,6,1,5,4,1,9.88045313335535
2021,Coastal Carolina,Sun Belt,West,13,11,2,8,6,2,7,6,1,5,4,1,10.51859260217133
2021,Arkansas,SEC,West,13,9,4,8,4,4,7,6,1,4,1,3,9.241803588828283
2021,Michigan State,Big Ten,East,13,11,2,9,7,2,6,6,0,6,4,2,9.165177091129383
2021,Fresno State,Mountain West,West,13,10,3,8,6,2,6,5,1,6,4,2,8.3059504354475
2021,Mississippi State,SEC,West,13,7,6,8,4,4,7,4,3,5,3,2,6.112931497613378
2021,UConn,FBS Independents,,12,1,11,0,0,0,6,1,5,6,0,6,1.5147757861377784
2021,San Diego State,Mountain West,West,14,12,2,9,7,2,8,6,2,5,5,0,10.38844546930358
2021,Washington State,Pac-12,North,13,7,6,9,6,3,7,4,3,5,3,2,5.619733036480557
2021,Eastern Michigan,Mid-American,West,13,7,6,8,4,4,6,4,2,6,3,3,4.516876848807129
2021,Miami,ACC,Coastal,12,7,5,8,5,3,7,5,2,4,2,2,6.980062937815741
2021,Akron,Mid-American,East,12,2,10,8,1,7,6,1,5,6,1,5,2.9341943048135626
2021,USC,Pac-12,South,12,4,8,9,3,6,7,2,5,5,2,3,4.4283034280924625
2021,California,Pac-12,North,12,5,7,9,4,5,6,4,2,6,1,5,6.0757025125014925
2021,App State,Sun Belt,West,14,10,4,9,7,2,7,7,0,6,3,3,11.262697793606291
2021,Minnesota,Big Ten,West,13,9,4,9,6,3,7,4,3,5,4,1,10.063421745769173
2021,Liberty,FBS Independents,,13,8,5,0,0,0,6,4,2,6,3,3,7.885917300810681
2021,Washington,Pac-12,North,12,4,8,9,3,6,7,2,5,5,2,3,4.537004908954828
2021,Texas Tech,Big 12,,13,7,6,9,3,6,6,3,3,5,2,3,7.005572267030329
2021,Penn State,Big Ten,East,13,7,6,9,4,5,7,5,2,5,2,3,7.085659564070604
2021,Marshall,Conference USA,East,13,7,6,8,5,3,6,3,3,6,4,2,7.381749744010617
2021,Vanderbilt,SEC,East,12,2,10,8,0,8,7,1,6,5,1,4,0.9460647691247204
2021,UAB,Conference USA,West,13,9,4,8,6,2,5,3,2,6,4,2,9.521095750791467
2021,Missouri,SEC,East,13,6,7,8,3,5,7,5,2,5,1,4,4.131924785932564
2021,South Florida,American Athletic,East,12,2,10,8,1,7,6,2,4,6,0,6,3.2845345855969112
2021,Colorado,Pac-12,South,12,4,8,9,3,6,6,4,2,5,0,5,3.2081872654807424
2021,New Mexico State,FBS Independents,,12,2,10,0,0,0,5,2,3,7,0,7,2.130589144074481
2021,Miami (OH),Mid-American,East,13,7,6,8,5,3,5,5,0,7,1,6,8.282592681580777
2021,Oregon State,Pac-12,North,13,7,6,9,5,4,6,6,0,6,1,5,8.65036181910906
2021,Charlotte,Conference USA,East,12,5,7,8,3,5,6,4,2,6,1,5,3.2382408115299155
2021,Air Force,Mountain West,Mountain,13,10,3,8,6,2,6,4,2,5,5,0,10.097382249276984
2021,Memphis,American Athletic,West,12,6,6,8,3,5,7,5,2,5,1,4,6.394526884023005
2021,New Mexico,Mountain West,Mountain,12,3,9,8,1,7,6,2,4,6,1,5,3.283273551819061
2021,Western Kentucky,Conference USA,East,14,9,5,9,7,2,6,4,2,7,4,3,8.173914242920475
2021,Boston College,ACC,Atlantic,12,6,6,8,2,6,6,3,3,6,3,3,6.366471440762565
2021,Middle Tennessee,Conference USA,East,13,7,6,8,4,4,5,4,1,7,2,5,6.145542973369809
2021,Arizona State,Pac-12,South,13,8,5,9,6,3,7,6,1,5,2,3,9.205444829887231
2021,South Alabama,Sun Belt,East,12,5,7,8,2,6,6,4,2,6,1,5,6.731468775081086
2021,Buffalo,Mid-American,East,12,4,8,8,2,6,6,2,4,6,2,4,4.421431518340031
2021,Louisville,ACC,Atlantic,13,6,7,8,4,4,7,4,3,4,2,2,8.838621247988284
2021,Notre Dame,FBS Independents,,13,11,2,5,5,0,7,6,1,4,4,0,9.8137640314314
2021,Cincinnati,American Athletic,East,14,13,1,9,9,0,7,7,0,6,6,0,10.94622947930197
