year,week,team,conference,elo
2023,1,Penn State,Big Ten,1849
2023,1,Pittsburgh,ACC,1624
2023,1,Purdue,Big Ten,1479
2023,1,Rice,American Athletic,1194
2023,1,Rutgers,Big Ten,1330
2023,1,Sam Houston,Conference USA,1473
2023,1,San Diego State,Mountain West,1537
2023,1,San José State,Mountain West,1378
2023,1,SMU,American Athletic,1535
2023,1,South Alabama,Sun Belt,1459
2023,1,South Carolina,SEC,1540
2023,1,Southern Miss,Sun Belt,1370
2023,1,South Florida,American Athletic,1249
2023,1,Stanford,Pac-12,1345
2023,1,Syracuse,ACC,1476
2023,1,TCU,Big 12,1613
2023,1,Temple,American Athletic,1263
2023,1,Tennessee,SEC,1887
2023,1,Texas,Big 12,1776
2023,1,Texas A&M,SEC,1656
2023,1,Texas State,Sun Belt,1349
2023,1,Texas Tech,Big 12,1585
2023,1,Toledo,Mid-American,1498
2023,1,Troy,Sun Belt,1556
2023,1,Tulane,American Athletic,1671
2023,1,Tulsa,American Athletic,1418
2023,1,UAB,American Athletic,1510
2023,1,UCF,Big 12,1668
2023,1,UCLA,Pac-12,1631
2023,1,UConn,FBS Independents,1264
2023,1,UL Monroe,Sun Belt,1255
2023,1,UNLV,Mountain West,1350
2023,1,USC,Pac-12,1817
2023,1,Utah,Pac-12,1784
2023,1,Utah State,Mountain West,1396
2023,1,UTEP,Conference USA,1369
2023,1,UTSA,American Athletic,1604
2023,1,Vanderbilt,SEC,1238
2023,1,Virginia,ACC,1339
2023,1,Virginia Tech,ACC,1421
2023,1,Wake Forest,ACC,1608
2023,1,Washington,Pac-12,1774
2023,1,Washington State,Pac-12,1602
2023,1,Western Kentucky,Conference USA,1632
2023,1,Western Michigan,Mid-American,1367
2023,1,West Virginia,Big 12,1422
2023,1,Wisconsin,Big Ten,1665
2023,1,Wyoming,Mountain West,1412
2023,2,Air Force,Mountain West,1677
2023,2,Akron,Mid-American,1094
2023,2,Alabama,SEC,1984
2023,2,App State,Sun Belt,1556
2023,2,Arizona,Pac-12,1418
2023,2,Arizona State,Pac-12,1444
2023,2,Arkansas,SEC,1641
2023,2,Arkansas State,Sun Belt,1032
2023,2,Army,FBS Independents,1530
2023,2,Auburn,SEC,1639
2023,2,Ball State,Mid-American,1273
2023,2,Baylor,Big 12,1563
2023,2,Boise State,Mountain West,1544
2023,2,Boston College,ACC,1434
2023,2,Bowling Green,Mid-American,1210
2023,2,Buffalo,Mid-American,1354
2023,2,BYU,Big 12,1544
2023,2,California,Pac-12,1551
2023,2,Central Michigan,Mid-American,1482
2023,2,Charlotte,American Athletic,1214
2023,2,Cincinnati,Big 12,1637
2023,2,Clemson,ACC,1684
2023,2,Coastal Carolina,Sun Belt,1425
2023,2,Colorado,Pac-12,1288
2023,2,Colorado State,Mountain West,1290
2023,2,Duke,ACC,1250
2023,2,East Carolina,American Athletic,1443
2023,2,Eastern Michigan,Mid-American,1413
2023,2,Florida,SEC,1558
2023,2,Florida Atlantic,American Athletic,1415
2023,2,Florida International,Conference USA,1101
2023,2,Florida State,ACC,1895
2023,2,Fresno State,Mountain West,1600
2023,2,Georgia,SEC,2065
2023,2,Georgia Southern,Sun Belt,1455
2023,2,Georgia State,Sun Belt,1517
2023,2,Georgia Tech,ACC,1347
2023,2,Hawai'i,Mountain West,1380
2023,2,Houston,Big 12,1575
2023,2,Illinois,Big Ten,1624
2023,2,Indiana,Big Ten,1307
2023,2,Iowa,Big Ten,1667
2023,2,Iowa State,Big 12,1533
2023,2,Jacksonville State,Conference USA,1461
2023,2,James Madison,Sun Belt,1595
2023,2,Kansas,Big 12,1455
2023,2,Kansas State,Big 12,1795
2023,2,Kent State,Mid-American,1245
2023,2,Kentucky,SEC,1730
2023,2,Liberty,Conference USA,1465
2023,2,Louisiana,Sun Belt,1515
2023,2,Louisiana Tech,Conference USA,1257
2023,2,Louisville,ACC,1567
2023,2,LSU,SEC,1484
2023,2,Marshall,Sun Belt,1580
2023,2,Maryland,Big Ten,1602
2023,2,Massachusetts,FBS Independents,1043
2023,2,Memphis,American Athletic,1584
2023,2,Miami,ACC,1529
2023,2,Miami (OH),Mid-American,1321
2023,2,Michigan,Big Ten,1951
2023,2,Michigan State,Big Ten,1617
2023,2,Middle Tennessee,Conference USA,1341
2023,2,Minnesota,Big Ten,1691
2023,2,Mississippi State,SEC,1627
2023,2,Missouri,SEC,1479
2023,2,Navy,American Athletic,1320
2023,2,NC State,ACC,1528
2023,2,Nebraska,Big Ten,1430
2023,2,Nevada,Mountain West,1405
2023,2,New Mexico,Mountain West,1146
2023,2,New Mexico State,Conference USA,1255
2023,2,North Carolina,ACC,1585
2023,2,Northern Illinois,Mid-American,1385
2023,2,North Texas,American Athletic,1330
2023,2,Northwestern,Big Ten,1390
2023,2,Notre Dame,FBS Independents,1844
2023,2,Ohio,Mid-American,1482
2023,2,Ohio State,Big Ten,1955
2023,2,Oklahoma,Big 12,1807
2023,2,Oklahoma State,Big 12,1550
2023,2,Old Dominion,Sun Belt,1355
2023,2,Ole Miss,SEC,1639
2023,2,Oregon,Pac-12,1659
2023,2,Oregon State,Pac-12,1599
2023,2,Penn State,Big Ten,1713
2023,2,Pittsburgh,ACC,1613
2023,2,Purdue,Big Ten,1488
2023,2,Rice,American Athletic,1199
2023,2,Rutgers,Big Ten,1399
2023,2,Sam Houston,Conference USA,1474
2023,2,San Diego State,Mountain West,1446
2023,2,San José State,Mountain West,1223
2023,2,SMU,American Athletic,1521
2023,2,South Alabama,Sun Belt,1313
2023,2,South Carolina,SEC,1459
2023,2,Southern Miss,Sun Belt,1267
2023,2,South Florida,American Athletic,1268
2023,2,Stanford,Pac-12,1271
2023,2,Syracuse,ACC,1581
2023,2,TCU,Big 12,1428
2023,2,Temple,American Athletic,1194
2023,2,Tennessee,SEC,1735
2023,2,Texas,Big 12,1821
2023,2,Texas A&M,SEC,1608
2023,2,Texas State,Sun Belt,1353
2023,2,Texas Tech,Big 12,1575
2023,2,Toledo,Mid-American,1531
2023,2,Troy,Sun Belt,1501
2023,2,Tulane,American Athletic,1621
2023,2,Tulsa,American Athletic,1370
2023,2,UAB,American Athletic,1473
2023,2,UCF,Big 12,1664
2023,2,UCLA,Pac-12,1682
2023,2,UConn,FBS Independents,1237
2023,2,UL Monroe,Sun Belt,1221
2023,2,UNLV,Mountain West,1340
2023,2,USC,Pac-12,1891
2023,2,Utah,Pac-12,1780
2023,2,Utah State,Mountain West,1553
2023,2,UTEP,Conference USA,1276
2023,2,UTSA,American Athletic,1600
2023,2,Vanderbilt,SEC,1317
2023,2,Virginia,ACC,1350
2023,2,Virginia Tech,ACC,1412
2023,2,Wake Forest,ACC,1618
2023,2,Washington,Pac-12,1822
2023,2,Washington State,Pac-12,1621
2023,2,Western Kentucky,Conference USA,1700
2023,2,Western Michigan,Mid-American,1262
2023,2,West Virginia,Big 12,1447
2023,2,Wisconsin,Big Ten,1646
2023,2,Wyoming,Mountain West,1500
2023,3,Air Force,Mountain West,1691
2023,3,Akron,Mid-American,1224
2023,3,Alabama,SEC,1954
2023,3,App State,Sun Belt,1577
2023,3,Arizona,Pac-12,1453
2023,3,Arizona State,Pac-12,1392
2023,3,Arkansas,SEC,1620
2023,3,Arkansas State,Sun Belt,1024
2023,3,Army,FBS Independents,1513
2023,3,Auburn,SEC,1697
2023,3,Ball State,Mid-American,1288
2023,3,Baylor,Big 12,1643
2023,3,Boise State,Mountain West,1541
2023,3,Boston College,ACC,1335
2023,3,Bowling Green,Mid-American,1253
2023,3,Buffalo,Mid-American,1328
2023,3,BYU,Big 12,1565
2023,3,California,Pac-12,1618
2023,3,Central Michigan,Mid-American,1321
2023,3,Charlotte,American Athletic,1205
2023,3,Cincinnati,Big 12,1597
2023,3,Clemson,ACC,1718
2023,3,Coastal Carolina,Sun Belt,1623
2023,3,Colorado,Pac-12,1300
2023,3,Colorado State,Mountain West,1278
2023,3,Duke,ACC,1630
2023,3,East Carolina,American Athletic,1422
2023,3,Eastern Michigan,Mid-American,1408
2023,3,Florida,SEC,1603
2023,3,Florida Atlantic,American Athletic,1351
2023,3,Florida International,Conference USA,1125
2023,3,Florida State,ACC,1869
2023,3,Fresno State,Mountain West,1723
2023,3,Georgia,SEC,2048
2023,3,Georgia Southern,Sun Belt,1425
2023,3,Georgia State,Sun Belt,1526
2023,3,Georgia Tech,ACC,1329
2023,3,Hawai'i,Mountain West,1145
2023,3,Houston,Big 12,1519
2023,3,Illinois,Big Ten,1606
2023,3,Indiana,Big Ten,1399
2023,3,Iowa,Big Ten,1703
2023,3,Iowa State,Big 12,1531
2023,3,Jacksonville State,Conference USA,1461
2023,3,James Madison,Sun Belt,1593
2023,3,Kansas,Big 12,1451
2023,3,Kansas State,Big 12,1789
2023,3,Kent State,Mid-American,1212
2023,3,Kentucky,SEC,1669
2023,3,Liberty,Conference USA,1533
2023,3,Louisiana,Sun Belt,1561
2023,3,Louisiana Tech,Conference USA,1218
2023,3,Louisville,ACC,1644
2023,3,LSU,SEC,1753
2023,3,Marshall,Sun Belt,1580
2023,3,Maryland,Big Ten,1646
2023,3,Massachusetts,FBS Independents,1048
2023,3,Memphis,American Athletic,1581
2023,3,Miami,ACC,1659
2023,3,Miami (OH),Mid-American,1361
2023,3,Michigan,Big Ten,1944
2023,3,Michigan State,Big Ten,1509
2023,3,Middle Tennessee,Conference USA,1368
2023,3,Minnesota,Big Ten,1640
2023,3,Mississippi State,SEC,1561
2023,3,Missouri,SEC,1485
2023,3,Navy,American Athletic,1388
2023,3,NC State,ACC,1570
2023,3,Nebraska,Big Ten,1476
2023,3,Nevada,Mountain West,1224
2023,3,New Mexico,Mountain West,1108
2023,3,New Mexico State,Conference USA,1264
2023,3,North Carolina,ACC,1636
2023,3,Northern Illinois,Mid-American,1263
2023,3,North Texas,American Athletic,1328
2023,3,Northwestern,Big Ten,1352
2023,3,Notre Dame,FBS Independents,1851
2023,3,Ohio,Mid-American,1484
2023,3,Ohio State,Big Ten,2028
2023,3,Oklahoma,Big 12,1897
2023,3,Oklahoma State,Big 12,1468
2023,3,Old Dominion,Sun Belt,1366
2023,3,Ole Miss,SEC,1672
2023,3,Oregon,Pac-12,1734
2023,3,Oregon State,Pac-12,1741
2023,3,Penn State,Big Ten,1867
2023,3,Pittsburgh,ACC,1578
2023,3,Purdue,Big Ten,1462
2023,3,Rice,American Athletic,1233
2023,3,Rutgers,Big Ten,1444
2023,3,Sam Houston,Conference USA,1474
2023,3,San Diego State,Mountain West,1434
2023,3,San José State,Mountain West,1379
2023,3,SMU,American Athletic,1584
2023,3,South Alabama,Sun Belt,1541
2023,3,South Carolina,SEC,1557
2023,3,Southern Miss,Sun Belt,1258
2023,3,South Florida,American Athletic,1279
2023,3,Stanford,Pac-12,1283
2023,3,Syracuse,ACC,1607
2023,3,TCU,Big 12,1669
2023,3,Temple,American Athletic,1103
2023,3,Tennessee,SEC,1830
2023,3,Texas,Big 12,1831
2023,3,Texas A&M,SEC,1690
2023,3,Texas State,Sun Belt,1334
2023,3,Texas Tech,Big 12,1533
2023,3,Toledo,Mid-American,1497
2023,3,Troy,Sun Belt,1503
2023,3,Tulane,American Athletic,1630
2023,3,Tulsa,American Athletic,1280
2023,3,UAB,American Athletic,1427
2023,3,UCF,Big 12,1688
2023,3,UCLA,Pac-12,1756
2023,3,UConn,FBS Independents,1213
2023,3,UL Monroe,Sun Belt,1173
2023,3,UNLV,Mountain West,1341
2023,3,USC,Pac-12,1891
2023,3,Utah,Pac-12,1807
2023,3,Utah State,Mountain West,1382
2023,3,UTEP,Conference USA,1241
2023,3,UTSA,American Athletic,1575
2023,3,Vanderbilt,SEC,1316
2023,3,Virginia,ACC,1306
2023,3,Virginia Tech,ACC,1367
2023,3,Wake Forest,ACC,1607
2023,3,Washington,Pac-12,1888
2023,3,Washington State,Pac-12,1653
2023,3,Western Kentucky,Conference USA,1507
2023,3,Western Michigan,Mid-American,1226
2023,3,West Virginia,Big 12,1457
2023,3,Wisconsin,Big Ten,1676
2023,3,Wyoming,Mountain West,1402
2023,4,Air Force,Mountain West,1722
2023,4,Akron,Mid-American,1226
2023,4,Alabama,SEC,1959
2023,4,App State,Sun Belt,1574
2023,4,Arizona,Pac-12,1446
2023,4,Arizona State,Pac-12,1404
2023,4,Arkansas,SEC,1621
2023,4,Arkansas State,Sun Belt,1055
2023,4,Army,FBS Independents,1495
2023,4,Auburn,SEC,1607
2023,4,Ball State,Mid-American,1185
2023,4,Baylor,Big 12,1506
2023,4,Boise State,Mountain West,1542
2023,4,Boston College,ACC,1297
2023,4,Bowling Green,Mid-American,1195
2023,4,Buffalo,Mid-American,1331
2023,4,BYU,Big 12,1536
2023,4,California,Pac-12,1519
2023,4,Central Michigan,Mid-American,1343
2023,4,Charlotte,American Athletic,1207
2023,4,Cincinnati,Big 12,1593
2023,4,Clemson,ACC,1716
2023,4,Coastal Carolina,Sun Belt,1405
2023,4,Colorado,Pac-12,1252
2023,4,Colorado State,Mountain West,1299
2023,4,Duke,ACC,1675
2023,4,East Carolina,American Athletic,1420
2023,4,Eastern Michigan,Mid-American,1364
2023,4,Florida,SEC,1601
2023,4,Florida Atlantic,American Athletic,1356
2023,4,Florida International,Conference USA,1084
2023,4,Florida State,ACC,1871
2023,4,Fresno State,Mountain West,1787
2023,4,Georgia,SEC,2055
2023,4,Georgia Southern,Sun Belt,1513
2023,4,Georgia State,Sun Belt,1546
2023,4,Georgia Tech,ACC,1391
2023,4,Hawai'i,Mountain West,1148
2023,4,Houston,Big 12,1597
2023,4,Illinois,Big Ten,1601
2023,4,Indiana,Big Ten,1397
2023,4,Iowa,Big Ten,1639
2023,4,Iowa State,Big 12,1537
2023,4,Jacksonville State,Conference USA,1505
2023,4,James Madison,Sun Belt,1590
2023,4,Kansas,Big 12,1480
2023,4,Kansas State,Big 12,1804
2023,4,Kent State,Mid-American,1181
2023,4,Kentucky,SEC,1675
2023,4,Liberty,Conference USA,1574
2023,4,Louisiana,Sun Belt,1558
2023,4,Louisiana Tech,Conference USA,1211
2023,4,Louisville,ACC,1682
2023,4,LSU,SEC,1752
2023,4,Marshall,Sun Belt,1578
2023,4,Maryland,Big Ten,1687
2023,4,Massachusetts,FBS Independents,1047
2023,4,Memphis,American Athletic,1558
2023,4,Miami,ACC,1584
2023,4,Miami (OH),Mid-American,1350
2023,4,Michigan,Big Ten,1953
2023,4,Michigan State,Big Ten,1468
2023,4,Middle Tennessee,Conference USA,1320
2023,4,Minnesota,Big Ten,1635
2023,4,Mississippi State,SEC,1551
2023,4,Missouri,SEC,1508
2023,4,Navy,American Athletic,1388
2023,4,NC State,ACC,1520
2023,4,Nebraska,Big Ten,1483
2023,4,Nevada,Mountain West,1214
2023,4,New Mexico,Mountain West,1109
2023,4,New Mexico State,Conference USA,1261
2023,4,North Carolina,ACC,1671
2023,4,Northern Illinois,Mid-American,1249
2023,4,North Texas,American Athletic,1328
2023,4,Northwestern,Big Ten,1357
2023,4,Notre Dame,FBS Independents,1857
2023,4,Ohio,Mid-American,1542
2023,4,Ohio State,Big Ten,2022
2023,4,Oklahoma,Big 12,1901
2023,4,Oklahoma State,Big 12,1462
2023,4,Old Dominion,Sun Belt,1358
2023,4,Ole Miss,SEC,1667
2023,4,Oregon,Pac-12,1782
2023,4,Oregon State,Pac-12,1738
2023,4,Penn State,Big Ten,1931
2023,4,Pittsburgh,ACC,1543
2023,4,Purdue,Big Ten,1432
2023,4,Rice,American Athletic,1180
2023,4,Rutgers,Big Ten,1435
2023,4,Sam Houston,Conference USA,1396
2023,4,San Diego State,Mountain West,1436
2023,4,San José State,Mountain West,1348
2023,4,SMU,American Athletic,1498
2023,4,South Alabama,Sun Belt,1519
2023,4,South Carolina,SEC,1567
2023,4,Southern Miss,Sun Belt,1235
2023,4,South Florida,American Athletic,1298
2023,4,Stanford,Pac-12,1278
2023,4,Syracuse,ACC,1625
2023,4,TCU,Big 12,1692
2023,4,Temple,American Athletic,1139
2023,4,Tennessee,SEC,1883
2023,4,Texas,Big 12,1888
2023,4,Texas A&M,SEC,1722
2023,4,Texas State,Sun Belt,1363
2023,4,Texas Tech,Big 12,1559
2023,4,Toledo,Mid-American,1512
2023,4,Troy,Sun Belt,1504
2023,4,Tulane,American Athletic,1651
2023,4,Tulsa,American Athletic,1294
2023,4,UAB,American Athletic,1420
2023,4,UCF,Big 12,1649
2023,4,UCLA,Pac-12,1678
2023,4,UConn,FBS Independents,1168
2023,4,UL Monroe,Sun Belt,1173
2023,4,UNLV,Mountain West,1372
2023,4,USC,Pac-12,1879
2023,4,Utah,Pac-12,1784
2023,4,Utah State,Mountain West,1385
2023,4,UTEP,Conference USA,1210
2023,4,UTSA,American Athletic,1522
2023,4,Vanderbilt,SEC,1310
2023,4,Virginia,ACC,1314
2023,4,Virginia Tech,ACC,1369
2023,4,Wake Forest,ACC,1545
2023,4,Washington,Pac-12,1920
2023,4,Washington State,Pac-12,1624
2023,4,Western Kentucky,Conference USA,1506
2023,4,Western Michigan,Mid-American,1211
2023,4,West Virginia,Big 12,1473
2023,4,Wisconsin,Big Ten,1706
2023,4,Wyoming,Mountain West,1405
2023,5,Air Force,Mountain West,1797
2023,5,Akron,Mid-American,1228
2023,5,Alabama,SEC,1975
2023,5,App State,Sun Belt,1558
2023,5,Arizona,Pac-12,1466
2023,5,Arizona State,Pac-12,1405
2023,5,Arkansas,SEC,1610
2023,5,Arkansas State,Sun Belt,1118
2023,5,Army,FBS Independents,1495
2023,5,Auburn,SEC,1625
2023,5,Ball State,Mid-American,1147
2023,5,Baylor,Big 12,1514
2023,5,Boise State,Mountain West,1541
2023,5,Boston College,ACC,1298
2023,5,Bowling Green,Mid-American,1237
2023,5,Buffalo,Mid-American,1329
2023,5,BYU,Big 12,1552
2023,5,California,Pac-12,1518
2023,5,Central Michigan,Mid-American,1344
2023,5,Charlotte,American Athletic,1194
2023,5,Cincinnati,Big 12,1577
2023,5,Clemson,ACC,1748
2023,5,Coastal Carolina,Sun Belt,1396
2023,5,Colorado,Pac-12,1281
2023,5,Colorado State,Mountain West,1299
2023,5,Duke,ACC,1676
2023,5,East Carolina,American Athletic,1398
2023,5,Eastern Michigan,Mid-American,1363
2023,5,Florida,SEC,1565
2023,5,Florida Atlantic,American Athletic,1356
2023,5,Florida International,Conference USA,1084
2023,5,Florida State,ACC,1871
2023,5,Fresno State,Mountain West,1777
2023,5,Georgia,SEC,2037
2023,5,Georgia Southern,Sun Belt,1522
2023,5,Georgia State,Sun Belt,1487
2023,5,Georgia Tech,ACC,1349
2023,5,Hawai'i,Mountain West,1113
2023,5,Houston,Big 12,1543
2023,5,Illinois,Big Ten,1517
2023,5,Indiana,Big Ten,1360
2023,5,Iowa,Big Ten,1644
2023,5,Iowa State,Big 12,1499
2023,5,Jacksonville State,Conference USA,1510
2023,5,James Madison,Sun Belt,1598
2023,5,Kansas,Big 12,1458
2023,5,Kansas State,Big 12,1804
2023,5,Kent State,Mid-American,1150
2023,5,Kentucky,SEC,1711
2023,5,Liberty,Conference USA,1574
2023,5,Louisiana,Sun Belt,1544
2023,5,Louisiana Tech,Conference USA,1243
2023,5,Louisville,ACC,1677
2023,5,LSU,SEC,1740
2023,5,Marshall,Sun Belt,1575
2023,5,Maryland,Big Ten,1724
2023,5,Massachusetts,FBS Independents,984
2023,5,Memphis,American Athletic,1559
2023,5,Miami,ACC,1584
2023,5,Miami (OH),Mid-American,1392
2023,5,Michigan,Big Ten,2004
2023,5,Michigan State,Big Ten,1463
2023,5,Middle Tennessee,Conference USA,1289
2023,5,Minnesota,Big Ten,1649
2023,5,Mississippi State,SEC,1535
2023,5,Missouri,SEC,1529
2023,5,Navy,American Athletic,1347
2023,5,NC State,ACC,1525
2023,5,Nebraska,Big Ten,1432
2023,5,Nevada,Mountain West,1224
2023,5,New Mexico,Mountain West,1113
2023,5,New Mexico State,Conference USA,1261
2023,5,North Carolina,ACC,1671
2023,5,Northern Illinois,Mid-American,1252
2023,5,North Texas,American Athletic,1332
2023,5,Northwestern,Big Ten,1345
2023,5,Notre Dame,FBS Independents,1856
2023,5,Ohio,Mid-American,1542
2023,5,Ohio State,Big Ten,2022
2023,5,Oklahoma,Big 12,1939
2023,5,Oklahoma State,Big 12,1462
2023,5,Old Dominion,Sun Belt,1369
2023,5,Ole Miss,SEC,1679
2023,5,Oregon,Pac-12,1823
2023,5,Oregon State,Pac-12,1770
2023,5,Penn State,Big Ten,1943
2023,5,Pittsburgh,ACC,1488
2023,5,Purdue,Big Ten,1516
2023,5,Rice,American Athletic,1204
2023,5,Rutgers,Big Ten,1414
2023,5,Sam Houston,Conference USA,1391
2023,5,San Diego State,Mountain West,1361
2023,5,San José State,Mountain West,1348
2023,5,SMU,American Athletic,1511
2023,5,South Alabama,Sun Belt,1511
2023,5,South Carolina,SEC,1549
2023,5,Southern Miss,Sun Belt,1215
2023,5,South Florida,American Athletic,1339
2023,5,Stanford,Pac-12,1237
2023,5,Syracuse,ACC,1593
2023,5,TCU,Big 12,1673
2023,5,Temple,American Athletic,1102
2023,5,Tennessee,SEC,1901
2023,5,Texas,Big 12,1910
2023,5,Texas A&M,SEC,1733
2023,5,Texas State,Sun Belt,1383
2023,5,Texas Tech,Big 12,1613
2023,5,Toledo,Mid-American,1509
2023,5,Troy,Sun Belt,1563
2023,5,Tulane,American Athletic,1636
2023,5,Tulsa,American Athletic,1331
2023,5,UAB,American Athletic,1414
2023,5,UCF,Big 12,1641
2023,5,UCLA,Pac-12,1678
2023,5,UConn,FBS Independents,1177
2023,5,UL Monroe,Sun Belt,1189
2023,5,UNLV,Mountain West,1407
2023,5,USC,Pac-12,1850
2023,5,Utah,Pac-12,1752
2023,5,Utah State,Mountain West,1376
2023,5,UTEP,Conference USA,1178
2023,5,UTSA,American Athletic,1522
2023,5,Vanderbilt,SEC,1289
2023,5,Virginia,ACC,1313
2023,5,Virginia Tech,ACC,1424
2023,5,Wake Forest,ACC,1545
2023,5,Washington,Pac-12,1900
2023,5,Washington State,Pac-12,1624
2023,5,Western Kentucky,Conference USA,1537
2023,5,Western Michigan,Mid-American,1249
2023,5,West Virginia,Big 12,1492
2023,5,Wisconsin,Big Ten,1706
2023,5,Wyoming,Mountain West,1401
2023,6,Air Force,Mountain West,1797
2023,6,Akron,Mid-American,1107
2023,6,Alabama,SEC,1969
2023,6,App State,Sun Belt,1558
2023,6,Arizona,Pac-12,1471
2023,6,Arizona State,Pac-12,1393
2023,6,Arkansas,SEC,1604
2023,6,Arkansas State,Sun Belt,1077
2023,6,Army,FBS Independents,1478
2023,6,Auburn,SEC,1625
2023,6,Ball State,Mid-American,1137
2023,6,Baylor,Big 12,1459
2023,6,Boise State,Mountain West,1541
2023,6,Boston College,ACC,1315
2023,6,Bowling Green,Mid-American,1185
2023,6,Buffalo,Mid-American,1391
2023,6,BYU,Big 12,1552
2023,6,California,Pac-12,1514
2023,6,Central Michigan,Mid-American,1282
2023,6,Charlotte,American Athletic,1194
2023,6,Cincinnati,Big 12,1577
2023,6,Clemson,ACC,1745
2023,6,Coastal Carolina,Sun Belt,1396
2023,6,Colorado,Pac-12,1293
2023,6,Colorado State,Mountain West,1260
2023,6,Duke,ACC,1676
2023,6,East Carolina,American Athletic,1398
2023,6,Eastern Michigan,Mid-American,1373
2023,6,Florida,SEC,1595
2023,6,Florida Atlantic,American Athletic,1357
2023,6,Florida International,Conference USA,1063
2023,6,Florida State,ACC,1880
2023,6,Fresno State,Mountain West,1755
2023,6,Georgia,SEC,2103
2023,6,Georgia Southern,Sun Belt,1522
2023,6,Georgia State,Sun Belt,1487
2023,6,Georgia Tech,ACC,1369
2023,6,Hawai'i,Mountain West,1113
2023,6,Houston,Big 12,1543
2023,6,Illinois,Big Ten,1479
2023,6,Indiana,Big Ten,1360
2023,6,Iowa,Big Ten,1645
2023,6,Iowa State,Big 12,1540
2023,6,Jacksonville State,Conference USA,1524
2023,6,James Madison,Sun Belt,1598
2023,6,Kansas,Big 12,1559
2023,6,Kansas State,Big 12,1769
2023,6,Kent State,Mid-American,1129
2023,6,Kentucky,SEC,1645
2023,6,Liberty,Conference USA,1572
2023,6,Louisiana,Sun Belt,1542
2023,6,Louisiana Tech,Conference USA,1251
2023,6,Louisville,ACC,1718
2023,6,LSU,SEC,1743
2023,6,Marshall,Sun Belt,1563
2023,6,Maryland,Big Ten,1706
2023,6,Massachusetts,FBS Independents,993
2023,6,Memphis,American Athletic,1559
2023,6,Miami,ACC,1564
2023,6,Miami (OH),Mid-American,1444
2023,6,Michigan,Big Ten,2082
2023,6,Michigan State,Big Ten,1463
2023,6,Middle Tennessee,Conference USA,1275
2023,6,Minnesota,Big Ten,1571
2023,6,Mississippi State,SEC,1538
2023,6,Missouri,SEC,1526
2023,6,Navy,American Athletic,1348
2023,6,NC State,ACC,1537
2023,6,Nebraska,Big Ten,1470
2023,6,Nevada,Mountain West,1224
2023,6,New Mexico,Mountain West,1113
2023,6,New Mexico State,Conference USA,1282
2023,6,North Carolina,ACC,1752
2023,6,Northern Illinois,Mid-American,1373
2023,6,North Texas,American Athletic,1327
2023,6,Northwestern,Big Ten,1311
2023,6,Notre Dame,FBS Independents,1815
2023,6,Ohio,Mid-American,1563
2023,6,Ohio State,Big Ten,2040
2023,6,Oklahoma,Big 12,1939
2023,6,Oklahoma State,Big 12,1497
2023,6,Old Dominion,Sun Belt,1366
2023,6,Ole Miss,SEC,1685
2023,6,Oregon,Pac-12,1823
2023,6,Oregon State,Pac-12,1774
2023,6,Penn State,Big Ten,1943
2023,6,Pittsburgh,ACC,1488
2023,6,Purdue,Big Ten,1515
2023,6,Rice,American Athletic,1189
2023,6,Rutgers,Big Ten,1435
2023,6,Sam Houston,Conference USA,1393
2023,6,San Diego State,Mountain West,1361
2023,6,San José State,Mountain West,1348
2023,6,SMU,American Athletic,1511
2023,6,South Alabama,Sun Belt,1613
2023,6,South Carolina,SEC,1549
2023,6,Southern Miss,Sun Belt,1218
2023,6,South Florida,American Athletic,1297
2023,6,Stanford,Pac-12,1237
2023,6,Syracuse,ACC,1512
2023,6,TCU,Big 12,1632
2023,6,Temple,American Athletic,1106
2023,6,Tennessee,SEC,1901
2023,6,Texas,Big 12,1910
2023,6,Texas A&M,SEC,1739
2023,6,Texas State,Sun Belt,1385
2023,6,Texas Tech,Big 12,1668
2023,6,Toledo,Mid-American,1500
2023,6,Troy,Sun Belt,1604
2023,6,Tulane,American Athletic,1636
2023,6,Tulsa,American Athletic,1330
2023,6,UAB,American Athletic,1456
2023,6,UCF,Big 12,1540
2023,6,UCLA,Pac-12,1687
2023,6,UConn,FBS Independents,1192
2023,6,UL Monroe,Sun Belt,1087
2023,6,UNLV,Mountain West,1407
2023,6,USC,Pac-12,1845
2023,6,Utah,Pac-12,1752
2023,6,Utah State,Mountain West,1415
2023,6,UTEP,Conference USA,1178
2023,6,UTSA,American Athletic,1518
2023,6,Vanderbilt,SEC,1259
2023,6,Virginia,ACC,1311
2023,6,Virginia Tech,ACC,1415
2023,6,Wake Forest,ACC,1548
2023,6,Washington,Pac-12,1900
2023,6,Washington State,Pac-12,1615
2023,6,Western Kentucky,Conference USA,1529
2023,6,Western Michigan,Mid-American,1246
2023,6,West Virginia,Big 12,1492
2023,6,Wisconsin,Big Ten,1706
2023,6,Wyoming,Mountain West,1423
2023,7,Air Force,Mountain West,1787
2023,7,Akron,Mid-American,1107
2023,7,Alabama,SEC,1966
2023,7,App State,Sun Belt,1543
2023,7,Arizona,Pac-12,1606
2023,7,Arizona State,Pac-12,1393
2023,7,Arkansas,SEC,1607
2023,7,Arkansas State,Sun Belt,1077
2023,7,Army,FBS Independents,1444
2023,7,Auburn,SEC,1559
2023,7,Ball State,Mid-American,1150
2023,7,Baylor,Big 12,1459
2023,7,Boise State,Mountain West,1533
