year,week,team,conference,elo
2013,10,UTSA,Conference USA,1356
2013,10,Vanderbilt,SEC,1542
2013,10,Virginia,ACC,1233
2013,10,Virginia Tech,ACC,1579
2013,10,Wake Forest,ACC,1364
2013,10,Washington,Pac-12,1626
2013,10,Washington State,Pac-12,1343
2013,10,Western Kentucky,Sun Belt,1380
2013,10,Western Michigan,Mid-American,1087
2013,10,West Virginia,Big 12,1496
2013,10,Wisconsin,Big Ten,1969
2013,10,Wyoming,Mountain West,1338
2013,11,Air Force,Mountain West,1211
2013,11,Akron,Mid-American,1120
2013,11,Alabama,SEC,2223
2013,11,App State,Southern,1325
2013,11,Arizona,Pac-12,1590
2013,11,Arizona State,Pac-12,1860
2013,11,Arkansas,SEC,1370
2013,11,Arkansas State,Sun Belt,1443
2013,11,Army,FBS Independents,1238
2013,11,Auburn,SEC,1719
2013,11,Ball State,Mid-American,1576
2013,11,Baylor,Big 12,2185
2013,11,Boise State,Mountain West,1728
2013,11,Boston College,ACC,1394
2013,11,Bowling Green,Mid-American,1548
2013,11,Buffalo,Mid-American,1560
2013,11,BYU,FBS Independents,1806
2013,11,California,Pac-12,1201
2013,11,Central Michigan,Mid-American,1174
2013,11,Cincinnati,American Athletic,1624
2013,11,Clemson,ACC,1898
2013,11,Colorado,Pac-12,1021
2013,11,Colorado State,Mountain West,1467
2013,11,Duke,ACC,1534
2013,11,East Carolina,Conference USA,1663
2013,11,Eastern Michigan,Mid-American,927
2013,11,Florida,SEC,1675
2013,11,Florida Atlantic,Conference USA,1277
2013,11,Florida International,Conference USA,940
2013,11,Florida State,ACC,2285
2013,11,Fresno State,Mountain West,1724
2013,11,Georgia,SEC,1847
2013,11,Georgia State,Sun Belt,1124
2013,11,Georgia Tech,ACC,1753
2013,11,Hawai'i,Mountain West,1189
2013,11,Houston,American Athletic,1646
2013,11,Idaho,FBS Independents,848
2013,11,Illinois,Big Ten,1337
2013,11,Indiana,Big Ten,1524
2013,11,Iowa,Big Ten,1663
2013,11,Iowa State,Big 12,1340
2013,11,James Madison,CAA,1421
2013,11,Kansas,Big 12,1163
2013,11,Kansas State,Big 12,1865
2013,11,Kent State,Mid-American,1290
2013,11,Kentucky,SEC,1311
2013,11,Liberty,Big South,1455
2013,11,Louisiana,Sun Belt,1513
2013,11,Louisiana Tech,Conference USA,1381
2013,11,Louisville,American Athletic,1878
2013,11,LSU,SEC,1945
2013,11,Marshall,Conference USA,1632
2013,11,Maryland,ACC,1412
2013,11,Massachusetts,Mid-American,984
2013,11,Memphis,American Athletic,1362
2013,11,Miami,ACC,1626
2013,11,Miami (OH),Mid-American,938
2013,11,Michigan,Big Ten,1783
2013,11,Michigan State,Big Ten,1841
2013,11,Middle Tennessee,Conference USA,1354
2013,11,Minnesota,Big Ten,1555
2013,11,Mississippi State,SEC,1624
2013,11,Missouri,SEC,1860
2013,11,Navy,FBS Independents,1371
2013,11,NC State,ACC,1464
2013,11,Nebraska,Big Ten,1704
2013,11,Nevada,Mountain West,1297
2013,11,New Mexico,Mountain West,1267
2013,11,New Mexico State,FBS Independents,881
2013,11,North Carolina,ACC,1630
2013,11,Northern Illinois,Mid-American,1759
2013,11,North Texas,Conference USA,1602
2013,11,Northwestern,Big Ten,1618
2013,11,Notre Dame,FBS Independents,1752
2013,11,Ohio,Mid-American,1415
2013,11,Ohio State,Big Ten,2052
2013,11,Oklahoma,Big 12,1759
2013,11,Oklahoma State,Big 12,1922
2013,11,Ole Miss,SEC,1671
2013,11,Oregon,Pac-12,2136
2013,11,Oregon State,Pac-12,1706
2013,11,Penn State,Big Ten,1537
2013,11,Pittsburgh,ACC,1563
2013,11,Purdue,Big Ten,1154
2013,11,Rice,Conference USA,1523
2013,11,Rutgers,American Athletic,1461
2013,11,San Diego State,Mountain West,1482
2013,11,San José State,Mountain West,1437
2013,11,SMU,American Athletic,1452
2013,11,South Alabama,Sun Belt,1348
2013,11,South Carolina,SEC,1890
2013,11,Southern Miss,Conference USA,876
2013,11,South Florida,American Athletic,1313
2013,11,Stanford,Pac-12,1916
2013,11,Syracuse,ACC,1471
2013,11,TCU,Big 12,1584
2013,11,Temple,American Athletic,1389
2013,11,Tennessee,SEC,1400
2013,11,Texas,Big 12,1739
2013,11,Texas A&M,SEC,1982
2013,11,Texas State,Sun Belt,1312
2013,11,Texas Tech,Big 12,1630
2013,11,Toledo,Mid-American,1549
2013,11,Troy,Sun Belt,1266
2013,11,Tulane,Conference USA,1193
2013,11,Tulsa,Conference USA,1305
2013,11,UAB,Conference USA,1033
2013,11,UCF,American Athletic,1817
2013,11,UCLA,Pac-12,1742
2013,11,UConn,American Athletic,1247
2013,11,UL Monroe,Sun Belt,1227
2013,11,UNLV,Mountain West,1193
2013,11,USC,Pac-12,1769
2013,11,Utah,Pac-12,1550
2013,11,Utah State,Mountain West,1761
2013,11,UTEP,Conference USA,1080
2013,11,UTSA,Conference USA,1355
2013,11,Vanderbilt,SEC,1605
2013,11,Virginia,ACC,1191
2013,11,Virginia Tech,ACC,1635
2013,11,Wake Forest,ACC,1306
2013,11,Washington,Pac-12,1713
2013,11,Washington State,Pac-12,1343
2013,11,Western Kentucky,Sun Belt,1377
2013,11,Western Michigan,Mid-American,1084
2013,11,West Virginia,Big 12,1501
2013,11,Wisconsin,Big Ten,1975
2013,11,Wyoming,Mountain West,1268
2013,12,Air Force,Mountain West,1211
2013,12,Akron,Mid-American,1115
2013,12,Alabama,SEC,2202
2013,12,App State,Southern,1325
2013,12,Arizona,Pac-12,1556
2013,12,Arizona State,Pac-12,1873
2013,12,Arkansas,SEC,1370
2013,12,Arkansas State,Sun Belt,1468
2013,12,Army,FBS Independents,1238
2013,12,Auburn,SEC,1729
2013,12,Ball State,Mid-American,1545
2013,12,Baylor,Big 12,2207
2013,12,Boise State,Mountain West,1788
2013,12,Boston College,ACC,1438
2013,12,Bowling Green,Mid-American,1679
2013,12,Buffalo,Mid-American,1542
2013,12,BYU,FBS Independents,1806
2013,12,California,Pac-12,1145
2013,12,Central Michigan,Mid-American,1176
2013,12,Cincinnati,American Athletic,1704
2013,12,Clemson,ACC,1942
2013,12,Colorado,Pac-12,1077
2013,12,Colorado State,Mountain West,1507
2013,12,Duke,ACC,1584
2013,12,East Carolina,Conference USA,1727
2013,12,Eastern Michigan,Mid-American,927
2013,12,Florida,SEC,1678
2013,12,Florida Atlantic,Conference USA,1324
2013,12,Florida International,Conference USA,899
2013,12,Florida State,ACC,2347
2013,12,Fresno State,Mountain West,1724
2013,12,Georgia,SEC,1837
2013,12,Georgia State,Sun Belt,1127
2013,12,Georgia Tech,ACC,1709
2013,12,Hawai'i,Mountain West,1197
2013,12,Houston,American Athletic,1649
2013,12,Idaho,FBS Independents,848
2013,12,Illinois,Big Ten,1345
2013,12,Indiana,Big Ten,1441
2013,12,Iowa,Big Ten,1663
2013,12,Iowa State,Big 12,1285
2013,12,James Madison,CAA,1421
2013,12,Kansas,Big 12,1215
2013,12,Kansas State,Big 12,1862
2013,12,Kent State,Mid-American,1298
2013,12,Kentucky,SEC,1303
2013,12,Liberty,Big South,1455
2013,12,Louisiana,Sun Belt,1510
2013,12,Louisiana Tech,Conference USA,1291
2013,12,Louisville,American Athletic,1875
2013,12,LSU,SEC,1945
2013,12,Marshall,Conference USA,1628
2013,12,Maryland,ACC,1431
2013,12,Massachusetts,Mid-American,989
2013,12,Memphis,American Athletic,1386
2013,12,Miami,ACC,1576
2013,12,Miami (OH),Mid-American,930
2013,12,Michigan,Big Ten,1786
2013,12,Michigan State,Big Ten,1857
2013,12,Middle Tennessee,Conference USA,1354
2013,12,Minnesota,Big Ten,1555
2013,12,Mississippi State,SEC,1645
2013,12,Missouri,SEC,1860
2013,12,Navy,FBS Independents,1442
2013,12,NC State,ACC,1420
2013,12,Nebraska,Big Ten,1688
2013,12,Nevada,Mountain West,1366
2013,12,New Mexico,Mountain West,1227
2013,12,New Mexico State,FBS Independents,881
2013,12,North Carolina,ACC,1638
2013,12,Northern Illinois,Mid-American,1790
2013,12,North Texas,Conference USA,1602
2013,12,Northwestern,Big Ten,1615
2013,12,Notre Dame,FBS Independents,1752
2013,12,Ohio,Mid-American,1284
2013,12,Ohio State,Big Ten,2044
2013,12,Oklahoma,Big 12,1814
2013,12,Oklahoma State,Big 12,1967
2013,12,Ole Miss,SEC,1705
2013,12,Oregon,Pac-12,2135
2013,12,Oregon State,Pac-12,1693
2013,12,Penn State,Big Ten,1557
2013,12,Pittsburgh,ACC,1555
2013,12,Purdue,Big Ten,1134
2013,12,Rice,Conference USA,1613
2013,12,Rutgers,American Athletic,1381
2013,12,San Diego State,Mountain West,1474
2013,12,San José State,Mountain West,1368
2013,12,SMU,American Athletic,1470
2013,12,South Alabama,Sun Belt,1277
2013,12,South Carolina,SEC,1887
2013,12,Southern Miss,Conference USA,829
2013,12,South Florida,American Athletic,1289
2013,12,Stanford,Pac-12,1913
2013,12,Syracuse,ACC,1409
2013,12,TCU,Big 12,1587
2013,12,Temple,American Athletic,1408
2013,12,Tennessee,SEC,1400
2013,12,Texas,Big 12,1694
2013,12,Texas A&M,SEC,1982
2013,12,Texas State,Sun Belt,1287
2013,12,Texas Tech,Big 12,1608
2013,12,Toledo,Mid-American,1567
2013,12,Troy,Sun Belt,1232
2013,12,Tulane,Conference USA,1193
2013,12,Tulsa,Conference USA,1309
2013,12,UAB,Conference USA,969
2013,12,UCF,American Athletic,1798
2013,12,UCLA,Pac-12,1757
2013,12,UConn,American Athletic,1229
2013,12,UL Monroe,Sun Belt,1227
2013,12,UNLV,Mountain West,1193
2013,12,USC,Pac-12,1772
2013,12,Utah,Pac-12,1551
2013,12,Utah State,Mountain West,1761
2013,12,UTEP,Conference USA,1121
2013,12,UTSA,Conference USA,1355
2013,12,Vanderbilt,SEC,1613
2013,12,Virginia,ACC,1191
2013,12,Virginia Tech,ACC,1616
2013,12,Wake Forest,ACC,1306
2013,12,Washington,Pac-12,1698
2013,12,Washington State,Pac-12,1377
2013,12,Western Kentucky,Sun Belt,1377
2013,12,Western Michigan,Mid-American,1082
2013,12,West Virginia,Big 12,1449
2013,12,Wisconsin,Big Ten,2058
2013,12,Wyoming,Mountain West,1208
2013,13,Air Force,Mountain West,1158
2013,13,Akron,Mid-American,1115
2013,13,Alabama,SEC,2202
2013,13,App State,Southern,1325
2013,13,Arizona,Pac-12,1703
2013,13,Arizona State,Pac-12,1874
2013,13,Arkansas,SEC,1377
2013,13,Arkansas State,Sun Belt,1464
2013,13,Army,FBS Independents,1238
2013,13,Auburn,SEC,1729
2013,13,Ball State,Mid-American,1545
2013,13,Baylor,Big 12,2086
2013,13,Boise State,Mountain West,1783
2013,13,Boston College,ACC,1442
2013,13,Bowling Green,Mid-American,1735
2013,13,Buffalo,Mid-American,1574
2013,13,BYU,FBS Independents,1785
2013,13,California,Pac-12,1095
2013,13,Central Michigan,Mid-American,1257
2013,13,Cincinnati,American Athletic,1713
2013,13,Clemson,ACC,1942
2013,13,Coastal Carolina,Big South,1262
2013,13,Colorado,Pac-12,1097
2013,13,Colorado State,Mountain West,1502
2013,13,Duke,ACC,1577
2013,13,East Carolina,Conference USA,1731
2013,13,Eastern Michigan,Mid-American,871
2013,13,Florida,SEC,1650
2013,13,Florida Atlantic,Conference USA,1398
2013,13,Florida International,Conference USA,877
2013,13,Florida State,ACC,2362
2013,13,Fresno State,Mountain West,1779
2013,13,Georgia,SEC,1891
2013,13,Georgia Southern,Southern,1490
2013,13,Georgia State,Sun Belt,1131
2013,13,Georgia Tech,ACC,1709
2013,13,Hawai'i,Mountain West,1196
2013,13,Houston,American Athletic,1640
2013,13,Idaho,FBS Independents,833
2013,13,Illinois,Big Ten,1338
2013,13,Indiana,Big Ten,1432
2013,13,Iowa,Big Ten,1666
2013,13,Iowa State,Big 12,1370
2013,13,James Madison,CAA,1421
2013,13,Kansas,Big 12,1130
2013,13,Kansas State,Big 12,1837
2013,13,Kent State,Mid-American,1384
2013,13,Kentucky,SEC,1249
2013,13,Liberty,Big South,1455
2013,13,Louisiana,Sun Belt,1510
2013,13,Louisiana Tech,Conference USA,1272
2013,13,Louisville,American Athletic,1860
2013,13,LSU,SEC,2009
2013,13,Marshall,Conference USA,1650
2013,13,Maryland,ACC,1427
2013,13,Massachusetts,Mid-American,908
2013,13,Memphis,American Athletic,1401
2013,13,Miami,ACC,1584
2013,13,Miami (OH),Mid-American,898
2013,13,Michigan,Big Ten,1783
2013,13,Michigan State,Big Ten,1893
2013,13,Middle Tennessee,Conference USA,1354
2013,13,Minnesota,Big Ten,1569
2013,13,Mississippi State,SEC,1638
2013,13,Missouri,SEC,1877
2013,13,Navy,FBS Independents,1447
2013,13,NC State,ACC,1416
2013,13,Nebraska,Big Ten,1685
2013,13,Nevada,Mountain West,1366
2013,13,New Mexico,Mountain West,1172
2013,13,New Mexico State,FBS Independents,807
2013,13,North Carolina,ACC,1787
2013,13,Northern Illinois,Mid-American,1811
2013,13,North Texas,Conference USA,1565
2013,13,Northwestern,Big Ten,1579
2013,13,Notre Dame,FBS Independents,1773
2013,13,Ohio,Mid-American,1198
2013,13,Ohio State,Big Ten,2053
2013,13,Oklahoma,Big 12,1839
2013,13,Oklahoma State,Big 12,2088
2013,13,Ole Miss,SEC,1688
2013,13,Oregon,Pac-12,1988
2013,13,Oregon State,Pac-12,1565
2013,13,Penn State,Big Ten,1560
2013,13,Pittsburgh,ACC,1549
2013,13,Purdue,Big Ten,1141
2013,13,Rice,Conference USA,1584
2013,13,Rutgers,American Athletic,1364
2013,13,San Diego State,Mountain West,1479
2013,13,San José State,Mountain West,1363
2013,13,SMU,American Athletic,1475
2013,13,South Alabama,Sun Belt,1325
2013,13,South Carolina,SEC,2001
2013,13,Southern Miss,Conference USA,829
2013,13,South Florida,American Athletic,1284
2013,13,Stanford,Pac-12,1963
2013,13,Syracuse,ACC,1415
2013,13,TCU,Big 12,1587
2013,13,Temple,American Athletic,1380
2013,13,Tennessee,SEC,1407
2013,13,Texas,Big 12,1694
2013,13,Texas A&M,SEC,1918
2013,13,Texas State,Sun Belt,1211
2013,13,Texas Tech,Big 12,1608
2013,13,Toledo,Mid-American,1546
2013,13,Troy,Sun Belt,1232
2013,13,Tulane,Conference USA,1307
2013,13,Tulsa,Conference USA,1328
2013,13,UAB,Conference USA,998
2013,13,UCF,American Athletic,1815
2013,13,UCLA,Pac-12,1756
2013,13,UConn,American Athletic,1257
2013,13,UL Monroe,Sun Belt,1179
2013,13,UNLV,Mountain West,1246
2013,13,USC,Pac-12,1752
2013,13,Utah,Pac-12,1514
2013,13,Utah State,Mountain West,1766
2013,13,UTEP,Conference USA,1007
2013,13,UTSA,Conference USA,1392
2013,13,Vanderbilt,SEC,1606
2013,13,Virginia,ACC,1183
2013,13,Virginia Tech,ACC,1616
2013,13,Wake Forest,ACC,1313
2013,13,Washington,Pac-12,1826
2013,13,Washington State,Pac-12,1414
2013,13,Western Kentucky,Sun Belt,1453
2013,13,Western Michigan,Mid-American,1082
2013,13,West Virginia,Big 12,1449
2013,13,Wisconsin,Big Ten,2044
2013,13,Wyoming,Mountain West,1209
2013,14,Air Force,Mountain West,1071
2013,14,Akron,Mid-American,1121
2013,14,Alabama,SEC,2168
2013,14,App State,Southern,1325
2013,14,Arizona,Pac-12,1620
2013,14,Arizona State,Pac-12,1957
2013,14,Arkansas,SEC,1390
2013,14,Arkansas State,Sun Belt,1463
2013,14,Army,FBS Independents,1226
2013,14,Auburn,SEC,1763
2013,14,Ball State,Mid-American,1583
2013,14,Baylor,Big 12,2063
2013,14,Boise State,Mountain West,1791
2013,14,Boston College,ACC,1441
2013,14,Bowling Green,Mid-American,1760
2013,14,Buffalo,Mid-American,1549
2013,14,BYU,FBS Independents,1767
2013,14,California,Pac-12,1095
2013,14,Central Michigan,Mid-American,1298
2013,14,Cincinnati,American Athletic,1713
2013,14,Clemson,ACC,1919
2013,14,Coastal Carolina,Big South,1262
2013,14,Colorado,Pac-12,1109
2013,14,Colorado State,Mountain West,1589
2013,14,Duke,ACC,1592
2013,14,East Carolina,Conference USA,1636
2013,14,Eastern Michigan,Mid-American,830
2013,14,Florida,SEC,1646
2013,14,Florida Atlantic,Conference USA,1387
2013,14,Florida International,Conference USA,888
2013,14,Florida State,ACC,2366
2013,14,Fresno State,Mountain West,1728
2013,14,Georgia,SEC,1890
2013,14,Georgia Southern,Southern,1490
2013,14,Georgia State,Sun Belt,1099
2013,14,Georgia Tech,ACC,1710
2013,14,Hawai'i,Mountain West,1208
2013,14,Houston,American Athletic,1713
2013,14,Idaho,FBS Independents,819
2013,14,Illinois,Big Ten,1347
2013,14,Indiana,Big Ten,1450
2013,14,Iowa,Big Ten,1722
2013,14,Iowa State,Big 12,1392
2013,14,James Madison,CAA,1421
2013,14,Kansas,Big 12,1146
2013,14,Kansas State,Big 12,1821
2013,14,Kent State,Mid-American,1384
2013,14,Kentucky,SEC,1235
2013,14,Liberty,Big South,1455
2013,14,Louisiana,Sun Belt,1483
2013,14,Louisiana Tech,Conference USA,1238
2013,14,Louisville,American Athletic,1860
2013,14,LSU,SEC,1996
2013,14,Marshall,Conference USA,1745
2013,14,Maryland,ACC,1476
2013,14,Massachusetts,Mid-American,868
2013,14,Memphis,American Athletic,1348
2013,14,Miami,ACC,1602
2013,14,Miami (OH),Mid-American,860
2013,14,Michigan,Big Ten,1794
2013,14,Michigan State,Big Ten,1890
2013,14,Middle Tennessee,Conference USA,1397
2013,14,Minnesota,Big Ten,1572
2013,14,Mississippi State,SEC,1650
2013,14,Missouri,SEC,1889
2013,14,Navy,FBS Independents,1447
2013,14,NC State,ACC,1367
2013,14,Nebraska,Big Ten,1629
2013,14,Nevada,Mountain West,1384
2013,14,New Mexico,Mountain West,1164
2013,14,New Mexico State,FBS Independents,821
2013,14,North Carolina,ACC,1772
2013,14,Northern Illinois,Mid-American,1791
2013,14,North Texas,Conference USA,1626
2013,14,Northwestern,Big Ten,1570
2013,14,Notre Dame,FBS Independents,1774
2013,14,Ohio,Mid-American,1238
2013,14,Ohio State,Big Ten,2042
2013,14,Oklahoma,Big 12,1839
2013,14,Oklahoma State,Big 12,2088
2013,14,Ole Miss,SEC,1676
2013,14,Oregon,Pac-12,1975
2013,14,Oregon State,Pac-12,1578
2013,14,Penn State,Big Ten,1616
2013,14,Pittsburgh,ACC,1531
2013,14,Purdue,Big Ten,1123
2013,14,Rice,Conference USA,1579
2013,14,Rutgers,American Athletic,1336
2013,14,San Diego State,Mountain West,1383
2013,14,San José State,Mountain West,1414
2013,14,SMU,American Athletic,1402
2013,14,South Alabama,Sun Belt,1357
2013,14,South Carolina,SEC,2024
2013,14,Southern Miss,Conference USA,956
2013,14,South Florida,American Athletic,1289
2013,14,Stanford,Pac-12,1962
2013,14,Syracuse,ACC,1416
2013,14,TCU,Big 12,1610
2013,14,Temple,American Athletic,1433
2013,14,Tennessee,SEC,1421
2013,14,Texas,Big 12,1747
2013,14,Texas A&M,SEC,1906
2013,14,Texas State,Sun Belt,1185
2013,14,Texas Tech,Big 12,1555
2013,14,Toledo,Mid-American,1540
2013,14,Troy,Sun Belt,1258
2013,14,Tulane,Conference USA,1312
2013,14,Tulsa,Conference USA,1267
2013,14,UAB,Conference USA,871
2013,14,UCF,American Athletic,1810
2013,14,UCLA,Pac-12,1809
2013,14,UConn,American Athletic,1285
2013,14,UL Monroe,Sun Belt,1206
2013,14,UNLV,Mountain West,1342
2013,14,USC,Pac-12,1699
2013,14,Utah,Pac-12,1502
2013,14,Utah State,Mountain West,1779
2013,14,UTEP,Conference USA,964
2013,14,UTSA,Conference USA,1426
2013,14,Vanderbilt,SEC,1603
2013,14,Virginia,ACC,1197
2013,14,Virginia Tech,ACC,1602
2013,14,Wake Forest,ACC,1316
2013,14,Washington,Pac-12,1816
2013,14,Washington State,Pac-12,1424
2013,14,Western Kentucky,Sun Belt,1454
2013,14,Western Michigan,Mid-American,1102
2013,14,West Virginia,Big 12,1427
2013,14,Wisconsin,Big Ten,1988
2013,14,Wyoming,Mountain West,1196
2013,15,Air Force,Mountain West,1071
2013,15,Akron,Mid-American,1121
2013,15,Alabama,SEC,2168
2013,15,App State,Southern,1325
2013,15,Arizona,Pac-12,1620
2013,15,Arizona State,Pac-12,1894
2013,15,Arkansas,SEC,1390
2013,15,Arkansas State,Sun Belt,1463
2013,15,Army,FBS Independents,1226
2013,15,Auburn,SEC,1822
2013,15,Ball State,Mid-American,1583
2013,15,Baylor,Big 12,2079
2013,15,Boise State,Mountain West,1791
2013,15,Boston College,ACC,1441
2013,15,Bowling Green,Mid-American,1806
2013,15,Buffalo,Mid-American,1549
2013,15,BYU,FBS Independents,1767
2013,15,California,Pac-12,1095
2013,15,Central Michigan,Mid-American,1298
2013,15,Cincinnati,American Athletic,1711
2013,15,Clemson,ACC,1919
2013,15,Coastal Carolina,Big South,1262
2013,15,Colorado,Pac-12,1109
2013,15,Colorado State,Mountain West,1589
2013,15,Duke,ACC,1569
2013,15,East Carolina,Conference USA,1636
2013,15,Eastern Michigan,Mid-American,830
2013,15,Florida,SEC,1646
2013,15,Florida Atlantic,Conference USA,1387
2013,15,Florida International,Conference USA,888
2013,15,Florida State,ACC,2389
2013,15,Fresno State,Mountain West,1740
2013,15,Georgia,SEC,1890
2013,15,Georgia Southern,Southern,1490
2013,15,Georgia State,Sun Belt,1099
2013,15,Georgia Tech,ACC,1710
2013,15,Hawai'i,Mountain West,1208
2013,15,Houston,American Athletic,1713
2013,15,Idaho,FBS Independents,819
2013,15,Illinois,Big Ten,1347
2013,15,Indiana,Big Ten,1450
2013,15,Iowa,Big Ten,1722
2013,15,Iowa State,Big 12,1392
2013,15,James Madison,CAA,1421
2013,15,Kansas,Big 12,1146
2013,15,Kansas State,Big 12,1821
2013,15,Kent State,Mid-American,1384
2013,15,Kentucky,SEC,1235
2013,15,Liberty,Big South,1455
2013,15,Louisiana,Sun Belt,1416
2013,15,Louisiana Tech,Conference USA,1238
2013,15,Louisville,American Athletic,1862
2013,15,LSU,SEC,1996
2013,15,Marshall,Conference USA,1691
2013,15,Maryland,ACC,1476
2013,15,Massachusetts,Mid-American,868
2013,15,Memphis,American Athletic,1241
2013,15,Miami,ACC,1602
2013,15,Miami (OH),Mid-American,860
2013,15,Michigan,Big Ten,1794
2013,15,Michigan State,Big Ten,1927
2013,15,Middle Tennessee,Conference USA,1397
2013,15,Minnesota,Big Ten,1572
2013,15,Mississippi State,SEC,1650
2013,15,Missouri,SEC,1830
2013,15,Navy,FBS Independents,1447
2013,15,NC State,ACC,1367
2013,15,Nebraska,Big Ten,1629
2013,15,Nevada,Mountain West,1384
2013,15,New Mexico,Mountain West,1164
2013,15,New Mexico State,FBS Independents,821
2013,15,North Carolina,ACC,1772
